Tmin (C ),Subcooling  (oC),System pressure (MPa),Material ,L/D,_f,_w,_f/_w,Tmin (Mori),Tmin (Adler),Tmin (Dhir),Tmin (Lauer),Tmin (Freud),Tmin (shikha_7),Tmin (shikha_8),Tmin (shikha_9),Tmin (Brenson),Tmin (Henry),Tmin (Perenson),Tmin (Shikha),Tmin (Sakurai),Tmin (Henry_1atm),Tmin (exp_1atm),Tmin (exp2_1atm),Tmin (ANN_1atm)
482.1456662,5.301686329,0.1,316 stainless steel,6.68,2743876.701,5.10E+07,0.053801504,279.7626475,261.810118,243.4134906,359.8428375,298.4229847,327.4263574,362.6677065,293.1118043,143.3564166,240.4249688,465.3739724,300.4397404,490.9706615,226.2045555,277.29,316.2,278.57214
491.9078706,7.604177609,0.1,316 stainless steel,6.68,2743602.238,5.10E+07,0.053796122,297.0313321,275.6250657,261.8334209,373.4114186,316.1521676,349.7605228,386.8438649,309.2292433,143.4051963,244.9902171,481.1720626,308.1276875,490.9706615,226.1987837,271.17,403.4,430.77594
560.2433013,13.76489752,0.1,316 stainless steel,6.68,2742504.711,5.10E+07,0.053774602,343.2367314,312.5893851,311.1191802,409.7165411,363.5897109,409.5195059,451.531424,352.3542826,143.536436,257.2445999,523.512404,328.7174548,490.9706615,227.3380252,274.01,354.98,368.9745
600.1795921,20.17453541,0.1,316 stainless steel,6.68,2740779.638,5.10E+07,0.053740777,391.3090156,351.0472125,362.3962833,447.4885372,412.9439227,471.6929935,518.8326218,397.2217479,143.6741272,270.0524348,567.6617951,350.1665039,490.9706615,226.7546347,274.68,288.12,318.95837
591.3048608,30.84689365,0.1,316 stainless steel,6.68,2736506.059,5.10E+07,0.053656982,471.3517024,415.0813619,447.7751492,510.3807443,495.1210811,575.2148684,630.8923833,471.9282556,143.9061209,291.5012564,641.3597845,385.9329511,490.9706615,230.3932472,322.77,289.93,278.57214
365.6401663,0.11935235,0.1,1018 carbon steel,6.68,2744233.623,1.62E+08,0.016939714,240.8951426,230.7161141,201.9548188,329.3033434,258.5190131,277.1577178,308.2531997,256.8354665,143.2471475,211.5421411,357.9452289,262.2504396,490.9706615,232.312478,286.24,413.27,430.77594
367.4890686,0.313819519,0.1,1018 carbon steel,6.68,2744226.63,1.62E+08,0.016939671,242.3536464,231.8829171,203.5105562,330.4493384,260.0164103,279.0440493,310.2951049,258.1967366,143.251235,211.8149449,358.943058,262.8025328,490.9706615,231.5675304,299.18,357.87,368.9745
364.4075647,0.400249372,0.1,1018 carbon steel,6.68,2744223.364,1.62E+08,0.01693965,243.0018703,232.4014962,204.201995,330.9586695,260.6819202,279.8824189,311.2026184,258.8017456,143.2530519,211.936205,359.3865656,263.0479163,490.9706615,240.2922712,333.79,308.37,318.95837
332.359924,0.400249372,0.1,1018 carbon steel,6.68,2744223.364,1.62E+08,0.01693965,243.0018703,232.4014962,204.201995,330.9586695,260.6819202,279.8824189,311.2026184,258.8017456,143.2530519,211.936205,359.3865656,263.0479163,490.9706615,227.4080331,260.89,299.78,278.57214
381.0476858,1.350977753,0.1,1018 carbon steel,6.68,2744180.994,1.62E+08,0.016939389,250.1323331,238.1058665,211.807822,336.5613119,268.0025287,289.1044842,321.1852664,265.4568443,143.2730516,213.2706283,364.266277,265.7474879,490.9706615,240.4336802,314.63,427.01,422.42633
384.1291898,1.070080732,0.1,1018 carbon steel,6.68,2744194.745,1.62E+08,0.016939474,248.0256055,236.4204844,209.5606459,334.9059858,265.8396216,286.3797831,318.2358477,263.4905651,143.2671401,212.8762597,362.8243295,264.94982,490.9706615,248.3591301,373.42,354.03,374.24966
384.1291898,1.178118048,0.1,1018 carbon steel,6.68,2744189.578,1.62E+08,0.016939442,248.8358854,237.0687083,210.4249444,335.5426497,266.671509,287.4277451,319.3702395,264.2468263,143.2694135,213.0279293,363.3789035,265.2566087,490.9706615,257.0307659,406.1,313.51,315.38687
443.9103657,2.517780767,0.1,1018 carbon steel,6.68,2744112.75,1.62E+08,0.016938968,258.8833558,245.1066846,221.1422461,343.4372821,276.9869119,300.4224734,333.4366981,273.6244654,143.2976293,214.9097329,370.2578111,269.0614745,490.9706615,0,0,297.52,278.54474
443.9103657,4.937816648,0.1,1018 carbon steel,6.68,2743913.471,1.62E+08,0.016937737,277.0336249,259.6268999,240.5025332,357.6985535,295.6211882,323.8968215,358.8470748,290.5647165,143.348721,218.3142378,382.6943076,275.937942,490.9706615,0,0,432.59,422.42633
473.4928032,7.076955507,0.1,1018 carbon steel,6.68,2743671.491,1.62E+08,0.016936244,293.0771663,272.461733,257.6156441,370.3044988,312.0925574,344.6464684,381.3080328,305.5386885,143.394014,221.3289897,393.6977692,282.0195416,490.9706615,0,0,354.38,374.24966
494.4470298,6.039797272,0.1,1018 carbon steel,6.68,2743796.6,1.62E+08,0.016937016,285.2984795,266.2387836,249.3183782,364.1925253,304.106439,334.5860335,370.4178714,298.2785809,143.3720382,219.8666627,388.3615512,279.070508,490.9706615,0,0,300.37,315.38687
553.6119049,7.16338536,0.1,1018 carbon steel,6.68,2743660.4,1.62E+08,0.016936175,293.7253902,272.9803122,258.3070829,370.8138299,312.7580673,345.484838,382.2155463,306.1436975,143.3958467,221.4509034,394.1425553,282.2653262,490.9706615,0,0,299.71,278.54474
564.0890182,11.16076606,0.1,1018 carbon steel,6.68,2743034.123,1.62E+08,0.016932309,323.7057455,296.9645964,290.2861285,394.3703944,343.5378987,384.2594308,424.1880436,334.1253624,143.4808315,227.0982434,414.730456,293.6380805,490.9706615,0,0,448.19,422.42633
567.1705221,13.99134374,0.1,1018 carbon steel,6.68,2742454.068,1.62E+08,0.016928729,344.9350781,313.9480624,312.9307499,411.0509887,365.3333468,411.7160343,453.9091093,353.9394062,143.5412802,231.1074432,429.3277211,301.6971618,490.9706615,0,0,361.92,374.24966
592.4388542,20.12786329,0.1,1018 carbon steel,6.68,2740794.419,1.62E+08,0.016918484,390.9589747,350.7671797,362.0229063,447.2134984,412.5845473,471.2402739,518.3425645,396.895043,143.6731202,239.8274009,461.0229657,319.1844119,490.9706615,0,0,323.7,315.38687
610.9278777,20.73287226,0.1,1018 carbon steel,6.68,2740600.241,1.62E+08,0.016917285,395.496542,354.3972336,366.8629781,450.7788162,417.2431164,477.1088609,524.6951587,401.1301058,143.6861783,240.6891534,464.1512601,320.9095963,490.9706615,0,0,305.84,278.54474
609.0789753,30.32658593,0.1,1018 carbon steel,6.68,2736756.76,1.62E+08,0.01689356,467.4493945,411.9595156,443.6126874,507.3145709,491.1147117,570.1678835,625.4291523,468.2861015,143.8947285,254.4005845,513.8286549,348.2892084,490.9706615,0,0,335.17,286.90503
