ID,P0,P1,P2,P3,P4,P5,P6,v1,v2,v3
396,26,0.1,0.11,14,0.8,27,18,6742.49,15,2797.81
397,26,0.1,0.11,14,0.8,27,23,6935.8,9.5,2856.77
398,24,0.15,0.05,2,0.7,25,13,9505.82,416,2876.8
399,26,0.1,0.11,2,0.9,27,18,6032.01,89,1831.62
400,26,0.1,0.11,2,0.9,27,13,6030.3,89.5,1831.14
401,26,0.1,0.11,2,0.9,27,28,6836.29,10.5,2061.78
402,24,0.15,0.05,2,0.7,25,28,9783.52,265.5,2959.59
403,26,0.1,0.11,2,0.9,27,23,6433.33,85,1950.87
404,24,0.15,0.05,2,0.7,25,18,9506.78,415.5,2877.09
405,24,0.15,0.05,2,0.7,25,23,9553.4,383,2890.79
406,26,0.15,0.11,11,0.7,27,13,7055.12,36,2659.53
407,26,0.15,0.11,11,0.7,27,18,7056.13,36.5,2659.82
408,26,0.15,0.11,11,0.7,27,23,7134.28,26.5,2682.32
409,26,0.15,0.11,11,0.7,27,28,7380.32,4,2754.27
410,25,0.15,0.11,14,0.8,26,18,7730.14,40.5,3078.74
411,26,0.2,0.11,8,0.6,27,18,7336.2,59.5,2512.65
412,26,0.2,0.11,8,0.6,27,23,7338.59,48.5,2513.66
413,25,0.15,0.11,14,0.8,26,13,7728.56,40.5,3078.26
414,25,0.15,0.11,14,0.8,26,28,8292.97,2,3247.54
415,26,0.2,0.11,8,0.6,27,28,7506.37,20.5,2561.97
416,25,0.15,0.11,14,0.8,26,23,7922.02,37,3133.77
417,26,0.2,0.11,8,0.6,27,13,7335.5,60,2512.45
418,25,0.2,0.11,11,0.7,26,28,8405.92,14,3044.48
419,25,0.2,0.11,11,0.7,26,18,8072.54,66.5,2944.19
420,25,0.2,0.11,11,0.7,26,23,8152.02,60,2967.8
421,25,0.2,0.11,11,0.7,26,13,8071.41,66,2943.85
422,22,0.2,0.08,8,0.9,25,28,11219.24,603,3890.55
423,22,0.2,0.08,8,0.9,25,18,10311.19,710,3593.55
424,22,0.2,0.08,8,0.9,25,23,10665.2,698,3700.21
425,22,0.2,0.08,8,0.9,25,13,10308.69,710,3592.69
426,26,0.15,0.14,8,0.9,26,28,7281.44,0,2535.76
427,22,0.2,0.08,5,0.9,25,23,10492.52,717.5,3451.47
428,22,0.2,0.08,5,0.9,25,28,11036.75,620.5,3636.6
429,24,0.05,0.05,8,0.9,25,18,9025.51,303,3176.05
430,24,0.05,0.05,8,0.9,25,23,9344.2,290,3268.46
431,24,0.05,0.05,8,0.9,25,13,9023.74,304.5,3175.51
432,24,0.05,0.05,8,0.9,25,28,9835.07,146.5,3419.62
433,22,0.2,0.08,5,0.9,25,13,10134.02,733,3342.88
434,22,0.2,0.08,5,0.9,25,18,10136.45,733,3343.71
435,26,0.15,0.11,2,0.8,27,28,7112.63,27,2103.61
436,26,0.15,0.11,2,0.8,27,23,6792.31,85.5,2011.81
437,26,0.15,0.11,2,0.8,27,18,6599.69,95.5,1957.81
438,26,0.15,0.11,2,0.8,27,13,6598.43,96,1957.45
439,23,0.2,0.11,8,0.9,27,28,9867.3,407,3389.17
440,23,0.2,0.11,8,0.9,27,18,8960.54,542,3103.9
441,23,0.2,0.11,8,0.9,27,23,9329.21,540.5,3212.18
442,23,0.2,0.11,8,0.9,27,13,8958.13,543,3103.12
443,25,0.05,0.08,11,0.9,27,28,8127.31,6.5,3069.1
444,25,0.05,0.08,11,0.9,27,23,7680.07,59,2934.25
445,25,0.05,0.08,11,0.9,27,18,7275.71,59.5,2818.78
446,25,0.05,0.08,11,0.9,27,13,7273.77,59,2818.19
447,25,0.1,0.08,8,0.8,27,13,7534.68,87,2674.92
448,25,0.1,0.08,8,0.8,27,18,7536.06,87,2675.32
449,25,0.1,0.08,8,0.8,27,23,7716.02,78.5,2727.03
450,25,0.1,0.08,8,0.8,27,28,8062.49,27,2830.2
451,25,0.15,0.08,5,0.7,27,13,7885.31,127.5,2546.75
452,25,0.15,0.08,5,0.7,27,18,7886.32,127.5,2547.04
453,25,0.15,0.08,5,0.7,27,23,7950.46,109,2565.59
454,25,0.15,0.08,5,0.7,27,28,8186.87,58,2634.93
455,25,0.2,0.08,2,0.6,27,13,8198.62,184.5,2407.4
456,25,0.2,0.08,2,0.6,27,23,8185.61,155.5,2403.72
457,25,0.2,0.08,2,0.6,27,18,8199.33,185.5,2407.61
458,25,0.2,0.08,2,0.6,27,28,8348.68,102,2450.68
459,25,0.1,0.08,2,0.9,25,18,7133.4,145.5,2178.01
460,25,0.1,0.08,2,0.9,25,13,7131.59,145.5,2177.49
461,25,0.1,0.08,2,0.9,25,28,7931.91,44,2411.88
462,25,0.1,0.08,2,0.9,25,23,7487.5,142.5,2285.32
463,24,0.2,0.08,14,0.6,26,28,9596.57,218,3631.04
464,24,0.2,0.08,14,0.6,26,18,9411.89,315.5,3570.98
465,24,0.2,0.08,14,0.6,26,23,9409.83,294.5,3573.26
466,24,0.2,0.08,14,0.6,26,13,9410.98,316,3570.69
467,26,0.1,0.11,5,0.9,27,28,6990.02,2.5,2296.54
468,26,0.1,0.11,5,0.9,27,23,6574.23,63,2180.52
469,26,0.1,0.11,5,0.9,27,18,6175.06,64.5,2062.46
470,26,0.1,0.11,5,0.9,27,13,6173.3,64.5,2061.96
471,25,0.2,0.11,5,0.7,28,13,7765.61,132.5,2471.67
472,25,0.2,0.11,5,0.7,28,23,7843.07,117.5,2493.98
473,26,0.15,0.11,2,0.8,25,28,7109.8,27,2103.01
474,26,0.15,0.11,2,0.8,25,23,6790.16,85.5,2011.35
475,26,0.15,0.14,5,0.9,27,13,6271.21,58,2053.76
476,25,0.2,0.11,5,0.7,28,18,7766.68,132,2471.98
477,26,0.15,0.14,5,0.9,27,18,6273.01,58,2054.28
478,26,0.15,0.11,2,0.8,25,18,6598.09,95.5,1957.47
479,25,0.2,0.11,5,0.7,28,28,8083.74,49,2565.11
480,26,0.15,0.11,2,0.8,25,13,6596.83,96,1957.11
481,26,0.15,0.14,5,0.9,27,23,6653.2,57,2171.11
482,26,0.2,0.14,2,0.8,27,18,6702.97,88,1951.35
483,26,0.2,0.14,2,0.8,27,13,6701.68,88,1950.99
484,26,0.2,0.14,2,0.8,27,28,7229.31,17.5,2101.06
485,26,0.2,0.14,2,0.8,27,23,6906.51,83,2008.06
486,25,0.1,0.11,11,0.9,28,28,7841.16,1,2963.45
487,23,0.15,0.05,14,0.7,26,18,10886.37,502.5,4122.11
488,23,0.15,0.05,14,0.7,26,23,10933.51,483,4139.48
489,23,0.15,0.05,14,0.7,26,28,11199,426,4224.09
490,24,0.1,0.08,14,0.9,25,28,9255.37,140.5,3619.82
491,24,0.1,0.08,14,0.9,25,23,8744.51,280,3460.17
492,24,0.1,0.08,14,0.9,25,18,8381.96,275,3353.4
493,24,0.1,0.08,14,0.9,25,13,8379.8,275.5,3352.71
494,23,0.15,0.05,14,0.7,26,13,10885.24,502.5,4121.74
495,24,0.15,0.08,11,0.8,25,13,8758.35,316.5,3229.68
496,23,0.2,0.05,11,0.6,26,28,11299.75,468.5,4012.91
497,23,0.2,0.05,11,0.6,26,23,11122.77,516.5,3957.23
498,24,0.15,0.08,11,0.8,25,18,8759.92,316,3230.17
499,24,0.15,0.08,11,0.8,25,23,8941.13,309,3283.47
500,24,0.15,0.08,11,0.8,25,28,9306.4,184.5,3397.62
501,25,0.05,0.08,11,0.9,26,28,8127.31,6.5,3069.1
502,25,0.05,0.08,11,0.9,26,23,7680.07,59,2934.25
503,25,0.05,0.08,11,0.9,26,18,7275.71,59.5,2818.78
504,25,0.05,0.08,11,0.9,26,13,7273.77,59,2818.19
505,25,0.1,0.08,8,0.8,26,13,7534.68,87,2674.92
506,25,0.1,0.08,8,0.8,26,18,7536.06,87,2675.32
507,25,0.1,0.08,8,0.8,26,23,7716.02,78.5,2727.03
508,25,0.1,0.08,8,0.8,26,28,8062.49,27,2830.2
509,23,0.2,0.05,11,0.6,26,18,11142.73,541,3960.24
510,23,0.2,0.05,11,0.6,26,13,11141.9,541,3959.97
511,24,0.2,0.08,8,0.7,25,18,9128.06,366,3101.17
512,24,0.2,0.08,8,0.7,25,23,9194.84,342.5,3121.62
513,24,0.2,0.08,8,0.7,25,28,9444.3,232.5,3198.24
514,26,0.05,0.11,14,0.9,28,18,6254.37,12,2689.94
515,26,0.05,0.11,14,0.9,28,13,6252.33,12,2689.35
516,24,0.05,0.05,5,0.9,28,18,8864.48,335.5,2936.97
517,24,0.05,0.05,5,0.9,28,23,9184.71,328,3029.93
518,24,0.05,0.05,5,0.9,28,28,9667.9,167,3177.54
519,25,0.15,0.08,5,0.7,26,13,7885.31,127.5,2546.75
520,25,0.15,0.08,5,0.7,26,18,7886.32,127.5,2547.04
521,25,0.15,0.08,5,0.7,26,23,7950.46,109,2565.59
522,25,0.15,0.08,5,0.7,26,28,8186.87,58,2634.93
523,24,0.05,0.05,5,0.9,28,13,8862.6,337.5,2936.41
524,24,0.2,0.08,8,0.7,25,13,9126.93,366,3100.83
525,26,0.1,0.11,11,0.8,28,18,6579.1,31.5,2558.84
526,26,0.1,0.11,11,0.8,28,23,6773.26,22,2618.62
527,26,0.1,0.11,5,0.9,25,28,6984.34,2.5,2295.34
528,26,0.1,0.11,11,0.8,28,13,6577.7,31.5,2558.44
529,26,0.1,0.11,5,0.9,25,23,6570.34,63,2179.69
530,24,0.1,0.05,2,0.8,28,23,9277.44,371.5,2840.5
531,26,0.1,0.11,5,0.9,25,18,6172.13,64.5,2061.84
532,24,0.1,0.05,2,0.8,28,28,9616.56,228,2942.12
533,26,0.1,0.11,5,0.9,25,13,6170.37,64.5,2061.34
534,25,0.2,0.08,2,0.6,26,18,8199.33,185.5,2407.61
535,25,0.2,0.08,2,0.6,26,13,8198.62,184.5,2407.4
536,25,0.2,0.08,2,0.6,26,28,8348.68,102,2450.68
537,25,0.2,0.08,2,0.6,26,23,8185.61,155.5,2403.72
538,24,0.1,0.05,2,0.8,28,13,9104.75,397,2790.91
539,24,0.1,0.05,2,0.8,28,18,9106.03,396,2791.3
540,25,0.2,0.14,2,0.9,27,13,7114.54,149.5,2091.16
541,25,0.2,0.14,2,0.9,27,18,7116.49,148,2091.73
542,25,0.2,0.14,2,0.9,27,23,7504.87,168.5,2202.43
543,25,0.2,0.14,2,0.9,27,28,7977.4,21,2343.84
544,26,0.1,0.11,11,0.8,28,28,7121.75,0,2715.82
545,26,0.05,0.11,14,0.9,28,28,7156.14,0,2949.47
546,26,0.05,0.11,14,0.9,28,23,6697.09,9,2813.4
547,25,0.15,0.08,14,0.6,27,28,8490.37,28,3300.56
548,25,0.15,0.08,14,0.6,27,23,8308.35,46.5,3246.14
549,25,0.15,0.08,14,0.6,27,18,8311.76,59.5,3245.18
550,25,0.15,0.08,14,0.6,27,13,8310.98,59,3244.94
551,25,0.1,0.08,14,0.8,25,28,8402.19,8,3315.91
552,24,0.1,0.08,8,0.9,26,28,8888.82,169,3121.87
553,22,0.2,0.08,14,0.8,26,28,11366.9,593.5,4329.9
554,24,0.1,0.08,8,0.9,26,23,8401.69,335,2973.55
555,24,0.1,0.08,8,0.9,26,18,8032.82,336.5,2863.07
556,24,0.1,0.08,8,0.9,26,13,8030.76,337,2862.43
557,26,0.05,0.05,8,0.7,26,23,7852.91,68.5,2752.04
558,22,0.2,0.08,14,0.8,26,13,10776.27,679.5,4131.11
559,24,0.15,0.05,14,0.6,26,23,10077.58,265.5,3814.84
560,26,0.05,0.05,8,0.7,26,28,8082.37,40.5,2817.04
561,25,0.1,0.08,14,0.8,25,13,7859.51,48,3153.87
562,24,0.15,0.05,14,0.6,26,18,10094.27,288.5,3817.48
563,22,0.2,0.08,14,0.8,26,23,10960.54,664,4189.39
564,25,0.1,0.08,14,0.8,25,18,7860.99,48.5,3154.32
565,22,0.2,0.08,14,0.8,26,18,10778.24,679.5,4131.81
566,24,0.15,0.05,14,0.6,26,28,10252.94,194,3868.47
567,25,0.1,0.08,14,0.8,25,23,8040.38,38,3206.08
568,26,0.05,0.05,8,0.7,26,13,7806.67,80,2738.8
569,24,0.15,0.05,14,0.6,26,13,10093.52,288.5,3817.24
570,26,0.05,0.05,8,0.7,26,18,7807.39,80,2739
571,23,0.2,0.11,11,0.9,25,23,9501.49,507,3459.36
572,23,0.2,0.11,11,0.9,25,28,10050.64,387.5,3641.83
573,24,0.15,0.08,5,0.8,26,28,8967.8,224.5,2910
574,24,0.15,0.08,5,0.8,26,23,8618.08,374,2802.72
575,24,0.15,0.08,5,0.8,26,18,8436.81,388.5,2749.71
576,26,0.1,0.05,5,0.6,26,28,8043.88,67,2594.06
577,25,0.15,0.08,11,0.7,25,18,8191.7,71.5,3018.34
578,25,0.1,0.11,11,0.9,28,13,6982.35,51,2708.33
579,25,0.15,0.08,11,0.7,25,13,8190.66,71.5,3018.03
580,23,0.2,0.11,11,0.9,25,13,9133.57,514.5,3351.84
581,25,0.1,0.11,11,0.9,28,23,7376.61,52.5,2824.43
582,25,0.15,0.08,11,0.7,25,28,8505.2,27.5,3112.26
583,25,0.05,0.05,5,0.8,28,13,8296.01,126,2724
584,25,0.15,0.08,11,0.7,25,23,8258.57,61,3038.37
585,23,0.2,0.11,11,0.9,25,18,9136.06,514,3352.67
586,25,0.1,0.11,11,0.9,28,18,6984.45,51,2708.96
587,25,0.05,0.05,5,0.8,28,18,8297.23,126,2724.36
588,25,0.05,0.05,5,0.8,28,23,8433.5,111.5,2764.51
589,26,0.1,0.05,5,0.6,26,13,7913.08,103.5,2557.59
590,25,0.05,0.05,5,0.8,28,28,8764.29,63.5,2861.05
591,26,0.1,0.05,5,0.6,26,18,7913.61,103.5,2557.74
592,26,0.1,0.05,5,0.6,26,23,7888.64,91.5,2550.4
593,24,0.15,0.08,5,0.8,26,13,8435.31,388.5,2749.26
594,25,0.15,0.11,2,0.9,25,28,7848.23,32.5,2346.85
595,25,0.15,0.11,2,0.9,25,23,7360.94,157,2212.37
596,25,0.15,0.11,2,0.9,25,18,7004.26,146,2099.86
597,25,0.15,0.11,2,0.9,25,13,7002.37,146.5,2099.31
598,25,0.2,0.08,8,0.6,25,23,8478.32,88.5,2870.65
599,24,0.2,0.08,2,0.7,26,23,8887.47,439.5,2647.15
600,25,0.15,0.11,8,0.8,28,18,7403.53,80,2598.07
601,24,0.2,0.14,14,0.9,27,13,8306.31,287.5,3248.26
602,25,0.2,0.08,8,0.6,25,18,8487.84,105.5,2872.56
603,24,0.2,0.08,2,0.7,26,28,9126.37,303.5,2719.03
604,25,0.15,0.11,8,0.8,28,13,7402.05,80,2597.63
605,25,0.1,0.05,2,0.7,28,18,8442.48,161.5,2554.09
606,25,0.15,0.11,8,0.8,28,28,7948.64,14.5,2759.14
607,25,0.15,0.11,8,0.8,28,23,7595.5,82,2653.02
608,25,0.1,0.05,2,0.7,28,13,8441.62,162,2553.84
609,25,0.2,0.08,8,0.6,25,28,8649.31,55.5,2920.91
610,26,0.15,0.14,5,0.9,27,28,7123.82,0,2298.39
611,23,0.15,0.08,2,0.9,28,13,8768.53,616,2711.63
612,25,0.1,0.05,2,0.7,28,28,8714.95,101.5,2632.24
613,23,0.15,0.08,2,0.9,28,18,8770.69,616,2712.31
614,25,0.1,0.05,2,0.7,28,23,8484.56,142.5,2566.22
615,23,0.15,0.08,2,0.9,28,23,9129.65,603,2818.96
616,25,0.2,0.08,8,0.6,25,13,8487.1,106.5,2872.34
617,24,0.2,0.08,2,0.7,26,13,8821.86,464,2627.82
618,24,0.2,0.08,2,0.7,26,18,8822.95,463,2628.15
619,23,0.15,0.08,2,0.9,28,28,9638.27,473.5,2981.7
620,24,0.2,0.14,14,0.9,27,28,9226.31,162.5,3530.64
621,24,0.2,0.14,14,0.9,27,18,8308.73,286.5,3249.05
622,24,0.2,0.14,14,0.9,27,23,8623.11,295.5,3348.22
623,25,0.2,0.14,11,0.8,28,18,7668.85,57,2828.03
624,25,0.2,0.14,11,0.8,28,23,7870.05,57,2885.42
625,25,0.2,0.14,11,0.8,28,28,8237.65,1.5,2997.83
626,25,0.15,0.14,14,0.9,28,13,7252.96,29,2942.37
627,25,0.15,0.14,14,0.9,28,18,7255.16,29.5,2943.06
628,25,0.15,0.14,14,0.9,28,23,7618.66,36.5,3051.97
629,25,0.15,0.14,14,0.9,28,28,8154.07,0,3210.69
630,22,0.1,0.05,14,0.9,28,28,12130.68,569,4649.67
631,26,0.05,0.08,5,0.9,25,13,6388.03,75.5,2150.92
632,22,0.1,0.05,14,0.9,28,13,11262.3,660.5,4363.63
633,22,0.1,0.05,14,0.9,28,23,11575.69,644.5,4458.91
634,22,0.1,0.05,14,0.9,28,18,11264.53,660,4364.43
635,23,0.2,0.08,14,0.7,26,18,10100.3,511.5,3838.49
636,23,0.2,0.08,14,0.7,26,23,10172.01,493.5,3862.93
637,23,0.2,0.08,14,0.7,26,13,10098.97,511.5,3838.04
638,26,0.05,0.08,5,0.9,25,28,7200.49,9.5,2382.09
639,23,0.2,0.08,14,0.7,26,28,10444.26,423,3951.73
640,26,0.05,0.08,5,0.9,25,18,6389.73,75.5,2151.4
641,26,0.05,0.08,5,0.9,25,23,6793.46,69.5,2266.94
642,26,0.1,0.08,2,0.8,25,13,6712.6,104,2025.49
643,26,0.1,0.08,2,0.8,25,18,6713.8,103.5,2025.83
644,22,0.15,0.05,11,0.8,28,18,11533.79,687,4212.88
645,22,0.15,0.05,11,0.8,28,13,11532.14,687,4212.3
646,22,0.15,0.05,11,0.8,28,28,12093.86,603,4396.72
647,22,0.15,0.05,11,0.8,28,23,11705.58,666,4266.26
648,26,0.1,0.08,2,0.8,25,23,6893.04,92.5,2076.24
649,26,0.1,0.08,2,0.8,25,28,7208.78,40,2166.17
650,22,0.2,0.05,8,0.7,28,28,12072.67,641.5,4152.16
651,22,0.2,0.05,8,0.7,28,18,11765.28,717,4048.41
652,26,0.05,0.08,2,0.9,25,13,6242.11,100.5,1919.7
653,22,0.2,0.05,8,0.7,28,23,11815.09,692.5,4066.65
654,26,0.05,0.08,2,0.9,25,18,6243.75,100.5,1920.16
655,26,0.05,0.08,2,0.9,25,23,6648.63,91,2036.43
656,26,0.05,0.08,2,0.9,25,28,7045.55,21,2147.43
657,22,0.2,0.05,8,0.7,28,13,11764.05,717,4047.98
658,25,0.2,0.14,8,0.9,26,28,8297.84,1,2822.42
659,23,0.2,0.08,5,0.8,25,28,10122.22,474,3269.13
660,23,0.2,0.08,5,0.8,25,23,9757.28,569.5,3152.39
661,23,0.2,0.08,5,0.8,25,18,9576.58,590,3098.05
662,23,0.2,0.08,5,0.8,25,13,9574.92,590.5,3097.52
663,24,0.15,0.11,14,0.9,27,28,9095.54,154.5,3535.07
664,26,0.05,0.08,14,0.8,26,18,6951.05,28.5,2883.98
665,26,0.05,0.08,14,0.8,26,13,6949.71,28.5,2883.59
666,25,0.1,0.05,14,0.6,27,13,9022.38,76,3484.58
667,25,0.1,0.05,14,0.6,27,18,9023.03,76.5,3484.78
668,26,0.05,0.08,14,0.8,26,28,7491.72,1,3039.98
669,25,0.1,0.05,14,0.6,27,23,8996.04,64,3479.13
670,26,0.05,0.08,14,0.8,26,23,7161.96,19,2944.47
671,25,0.1,0.05,14,0.6,27,28,9172.59,46.5,3530.91
672,26,0.1,0.08,11,0.7,26,23,7242.57,36,2747.49
673,23,0.2,0.08,11,0.7,27,23,9994.01,517,3612.91
674,23,0.2,0.08,11,0.7,27,18,9924.59,533,3589.8
675,26,0.1,0.08,11,0.7,26,18,7175.77,46,2728.24
676,24,0.15,0.11,11,0.9,26,13,8014.36,306,3010.42
677,26,0.1,0.08,11,0.7,26,13,7174.82,46,2727.97
678,23,0.2,0.08,11,0.7,27,13,9923.29,533.5,3589.37
679,24,0.15,0.11,11,0.9,26,28,8911.27,166,3283.97
680,24,0.15,0.11,11,0.9,26,18,8016.61,305,3011.14
681,26,0.1,0.08,11,0.7,26,28,7483.03,10,2817.2
682,24,0.15,0.11,11,0.9,26,23,8363.89,313.5,3118.8
683,23,0.2,0.08,11,0.7,27,28,10260.98,442.5,3699.03
684,23,0.15,0.08,11,0.9,25,28,10165.04,394,3726.18
685,23,0.15,0.08,11,0.9,25,23,9625.8,507.5,3548.84
686,23,0.15,0.08,11,0.9,25,18,9273.77,515.5,3445.4
687,23,0.15,0.08,11,0.9,25,13,9271.44,515.5,3444.63
688,25,0.05,0.05,14,0.7,27,18,8770.56,71.5,3435.49
689,25,0.05,0.05,14,0.7,27,13,8769.58,71.5,3435.2
690,25,0.05,0.05,14,0.7,27,28,9064.66,35.5,3523.52
691,25,0.05,0.05,14,0.7,27,23,8818.13,60,3450.41
692,26,0.15,0.08,8,0.6,26,28,7602.24,36.5,2624.52
693,24,0.2,0.11,8,0.8,26,18,8463.56,358.5,2904.39
694,26,0.15,0.08,8,0.6,26,23,7436.12,57,2577.07
695,24,0.2,0.11,8,0.8,26,13,8461.93,360,2903.89
696,26,0.15,0.08,8,0.6,26,18,7445.68,71.5,2579.47
697,25,0.1,0.05,11,0.6,27,13,8859.6,95.5,3245.73
698,26,0.15,0.08,8,0.6,26,13,7445.04,71,2579.28
699,23,0.2,0.08,8,0.8,25,13,9739.1,556,3340.43
700,24,0.2,0.11,8,0.8,26,28,9023.42,215,3075.16
701,24,0.2,0.11,8,0.8,26,23,8657.13,350,2960.88
702,26,0.05,0.08,11,0.8,26,28,7319.05,4,2798.08
703,23,0.2,0.08,8,0.8,25,28,10294.08,440.5,3515.92
704,23,0.2,0.08,8,0.8,25,23,9921.95,539,3395.65
705,23,0.2,0.08,8,0.8,25,18,9740.8,554,3340.98
706,25,0.1,0.05,11,0.6,27,23,8830.16,81.5,3238.93
707,25,0.1,0.05,11,0.6,27,18,8860.25,95.5,3245.92
708,26,0.05,0.08,11,0.8,26,13,6784.74,42.5,2645.01
709,24,0.15,0.11,14,0.9,27,13,8191.4,281.5,3258.17
710,26,0.05,0.08,11,0.8,26,18,6786.09,42.5,2645.4
711,24,0.15,0.11,14,0.9,27,18,8193.72,281.5,3258.92
712,26,0.05,0.08,11,0.8,26,23,6997.66,32,2706.28
713,25,0.1,0.05,11,0.6,27,28,9004.34,58.5,3289.48
714,24,0.15,0.11,14,0.9,27,23,8535.97,291.5,3363.45
715,23,0.1,0.05,2,0.9,28,18,9761.81,601.5,3043.29
716,23,0.1,0.05,2,0.9,28,13,9759.91,602.5,3042.69
717,25,0.05,0.05,11,0.8,25,28,9086.03,35.5,3338.1
718,25,0.05,0.05,11,0.8,25,23,8744.4,70.5,3236.68
719,25,0.2,0.14,11,0.8,28,13,7667.27,58,2827.54
720,25,0.05,0.05,11,0.8,25,18,8606.95,83.5,3195.93
721,25,0.05,0.05,11,0.8,25,13,8605.72,83.5,3195.56
722,26,0.1,0.08,8,0.7,26,18,7023.45,61.5,2493.97
723,24,0.2,0.11,11,0.8,27,18,8628.64,321,3146.77
724,26,0.1,0.08,8,0.7,26,13,7022.55,61.5,2493.72
725,24,0.2,0.11,11,0.8,27,13,8626.96,321,3146.24
726,23,0.1,0.05,2,0.9,28,28,10572.83,465.5,3294.33
727,24,0.2,0.11,11,0.8,27,28,9197.41,191.5,3321.71
728,26,0.1,0.08,8,0.7,26,28,7323.49,20,2579.88
729,24,0.2,0.11,11,0.8,27,23,8822.34,316.5,3203.43
730,23,0.1,0.05,2,0.9,28,23,10071.23,583,3136.16
731,26,0.1,0.08,8,0.7,26,23,7089.13,52.5,2512.57
732,26,0.15,0.08,5,0.6,26,13,7302.66,92.5,2348.39
733,23,0.15,0.08,8,0.9,25,23,9453.88,536,3302.4
734,23,0.15,0.08,8,0.9,25,18,9099.29,545,3197.71
735,25,0.1,0.05,8,0.7,25,28,9024.22,62,3103.75
736,23,0.15,0.08,8,0.9,25,28,9982.66,412.5,3474.76
737,25,0.1,0.05,8,0.7,25,13,8741.61,108,3020.95
738,23,0.15,0.08,8,0.9,25,13,9097.01,544,3196.97
739,25,0.1,0.05,8,0.7,25,23,8786.49,95,3034.47
740,25,0.1,0.05,8,0.7,25,18,8742.45,108,3021.2
741,26,0.15,0.08,5,0.6,26,23,7291.36,77,2345.17
742,25,0.2,0.14,8,0.9,26,13,7415.71,69.5,2561.77
743,26,0.15,0.08,5,0.6,26,18,7303.3,93,2348.57
744,25,0.2,0.14,8,0.9,26,18,7417.81,68.5,2562.4
745,25,0.2,0.14,8,0.9,26,23,7800.06,84.5,2670.54
746,26,0.15,0.08,5,0.6,26,28,7453.1,52.5,2390.96
747,24,0.2,0.08,5,0.7,25,13,8971.21,407.5,2863
748,24,0.15,0.11,11,0.9,27,23,8363.89,313.5,3118.8
749,23,0.1,0.05,5,0.9,27,28,10741.35,442,3538.36
750,24,0.2,0.08,5,0.7,25,18,8972.32,407,2863.34
751,24,0.15,0.11,11,0.9,27,28,8911.27,166,3283.97
752,23,0.1,0.05,5,0.9,27,23,10232.63,552.5,3376.58
753,24,0.15,0.11,11,0.9,27,13,8014.36,306,3010.42
754,24,0.15,0.11,11,0.9,27,18,8016.61,305,3011.14
755,26,0.1,0.11,8,0.9,26,23,6720.15,37,2412.27
756,25,0.15,0.05,5,0.6,25,23,8955.02,120.5,2858.13
757,25,0.15,0.05,5,0.6,25,28,9114.5,95,2904.23
758,26,0.1,0.11,8,0.9,26,18,6324.25,47,2295.86
759,23,0.1,0.05,5,0.9,27,18,9923.81,570.5,3284.01
760,24,0.2,0.08,5,0.7,25,23,9037.74,384,2882.97
761,25,0.15,0.05,5,0.6,25,13,8980.17,142.5,2865.19
762,23,0.1,0.05,5,0.9,27,13,9921.87,570.5,3283.4
763,26,0.1,0.11,8,0.9,26,28,7148.15,0,2533.57
764,25,0.15,0.05,5,0.6,25,18,8980.8,142.5,2865.38
765,24,0.2,0.08,5,0.7,25,28,9282.06,264,2957.18
766,26,0.1,0.11,8,0.9,26,13,6322.42,47,2295.34
767,24,0.2,0.11,8,0.8,27,13,8461.93,360,2903.89
768,23,0.1,0.05,14,0.8,25,13,10515.42,495,4044
769,23,0.1,0.05,14,0.8,25,18,10516.95,495,4044.51
770,24,0.2,0.11,8,0.8,27,28,9023.42,215,3075.16
771,23,0.15,0.05,2,0.8,27,28,10712.1,496,3301.67
772,24,0.2,0.11,8,0.8,27,23,8657.13,350,2960.88
773,24,0.2,0.11,8,0.8,27,18,8463.56,358.5,2904.39
774,23,0.15,0.05,2,0.8,27,18,10186.93,610,3140.85
775,23,0.15,0.05,2,0.8,27,23,10356.77,587.5,3191.03
776,26,0.15,0.11,5,0.8,26,23,6931.27,63,2241.59
777,25,0.2,0.14,5,0.9,27,28,8133.75,7,2581.47
778,23,0.1,0.05,14,0.8,25,23,10689.27,477,4096.2
779,26,0.15,0.11,5,0.8,26,28,7259.47,11,2336.49
780,23,0.1,0.05,14,0.8,25,28,11064.41,405.5,4217.56
781,23,0.15,0.05,2,0.8,27,13,10185.49,610,3140.4
782,26,0.15,0.11,5,0.8,26,13,6737.55,70,2187.19
783,26,0.15,0.11,5,0.8,26,18,6738.84,70,2187.56
784,23,0.15,0.05,11,0.7,25,18,10710.07,531.5,3874.56
785,23,0.15,0.05,11,0.7,25,23,10755.08,508,3890.71
786,23,0.15,0.05,11,0.7,25,13,10708.96,531.5,3874.2
787,23,0.15,0.05,11,0.7,25,28,11016.48,447,3973.18
788,25,0.05,0.08,14,0.9,26,23,7848.02,37,3175.01
789,26,0.2,0.11,2,0.7,26,28,7394.15,47,2148.07
790,25,0.05,0.08,14,0.9,26,28,8307.58,3,3315.42
791,26,0.2,0.11,2,0.7,26,18,7095.95,107.5,2063.75
792,25,0.05,0.08,14,0.9,26,13,7445.09,45,3060.82
793,26,0.2,0.11,2,0.7,26,23,7170.67,90.5,2084.39
794,25,0.05,0.08,14,0.9,26,18,7447.07,45,3061.42
