#,P1,P2,P3,P4,P5,P6,v1,v2,v3
1508,23,0.05,0.08,5,0.8,28,9116.68,474,3057.94
1509,25,0.05,0.05,14,0.7,13,9012.35,71.5,3486.22
1510,22,0.05,0.11,8,0.8,28,9280.04,630.5,3383.26
1511,22,0.05,0.11,8,0.8,23,8894.56,705.5,3252.24
1512,25,0.05,0.05,14,0.7,23,9065.7,60,3502.44
1513,22,0.05,0.11,8,0.8,18,8634.67,721,3174.31
1514,25,0.05,0.05,14,0.7,18,9013.3,71.5,3486.5
1515,22,0.05,0.11,8,0.8,13,8632.59,721.5,3173.6
1516,22,0.2,0.05,8,0.6,13,12888.37,726,4278.41
1517,22,0.2,0.05,8,0.6,18,12889.54,726,4278.78
1518,22,0.2,0.05,8,0.6,23,12904.34,702.5,4283.77
1519,22,0.2,0.05,8,0.6,28,13104.02,660.5,4346.46
1520,26,0.15,0.08,2,0.7,28,8064.13,55.5,2331.62
1521,26,0.15,0.05,11,0.9,28,10016.09,10,3456.75
1522,26,0.15,0.05,11,0.9,13,9214.54,55,3229.22
1523,26,0.15,0.05,11,0.9,23,9503.39,44.5,3312.27
1524,26,0.15,0.05,11,0.9,18,9216.42,55,3229.74
1525,26,0.15,0.08,2,0.7,13,7737.75,114,2242.68
1526,26,0.15,0.08,2,0.7,23,7811.07,96.5,2262.3
1527,26,0.15,0.08,2,0.7,18,7738.79,113.5,2242.96
1528,25,0.15,0.11,5,0.7,23,7989.42,117,2524.92
1529,25,0.15,0.08,14,0.9,23,9289.38,37,3473.27
1530,25,0.15,0.11,5,0.7,28,8271.46,49,2604.71
1531,25,0.15,0.08,14,0.9,28,9872.46,3,3644.26
1532,25,0.15,0.08,14,0.9,13,8964.83,45.5,3379.38
1533,25,0.15,0.08,14,0.9,18,8967.27,45.5,3380.08
1534,24,0.05,0.11,2,0.8,23,7262.4,455,2264.13
1535,24,0.2,0.05,2,0.6,28,11035.01,301.5,3206.27
1536,24,0.05,0.11,2,0.8,18,7005.64,465,2187.97
1537,24,0.2,0.05,2,0.6,23,10854.61,395.5,3154.59
1538,24,0.05,0.11,2,0.8,28,7597.92,269.5,2363.9
1539,23,0.1,0.05,11,0.8,23,11071.48,499,3965.46
1540,23,0.1,0.05,11,0.8,28,11471.43,423,4090.25
1541,23,0.1,0.05,11,0.8,13,10898.6,522,3913.72
1542,25,0.15,0.11,5,0.7,13,7902,132.5,2500.52
1543,24,0.05,0.11,2,0.8,13,7003.96,465,2187.48
1544,24,0.2,0.05,2,0.6,18,10856.33,434.5,3156.91
1545,24,0.2,0.05,2,0.6,13,10855.45,434.5,3156.66
1546,23,0.1,0.05,11,0.8,18,10900.29,522,3914.25
1547,25,0.15,0.11,5,0.7,18,7903.34,132,2500.89
1548,23,0.2,0.05,11,0.6,28,12425.31,468.5,4249.62
1549,23,0.15,0.05,14,0.9,23,11958.49,474,4367.69
1550,23,0.15,0.05,14,0.9,18,11681.16,488,4282.6
1551,23,0.2,0.05,11,0.6,23,12229.29,516.5,4189.93
1552,23,0.2,0.05,11,0.6,18,12216.5,541,4186.06
1553,23,0.15,0.05,14,0.9,28,12562.14,382,4556.3
1554,23,0.2,0.05,11,0.6,13,12215.47,541,4185.74
1555,24,0.2,0.11,14,0.6,23,9832.45,306.5,3608
1556,24,0.2,0.11,14,0.6,28,10056.76,229,3674.8
1557,23,0.15,0.05,14,0.9,13,11678.66,488.5,4281.82
1558,24,0.2,0.11,14,0.6,13,9789.5,328,3594.92
1559,24,0.2,0.11,14,0.6,18,9790.75,327.5,3595.3
1560,22,0.2,0.08,14,0.6,23,12041.35,678,4395.54
1561,22,0.2,0.08,14,0.6,18,11997.71,695,4379.91
1562,22,0.2,0.08,14,0.6,13,11996.24,695,4379.43
1563,22,0.2,0.08,14,0.6,28,12268.4,638,4468.61
1564,25,0.2,0.14,2,0.8,18,8012.53,167.5,2288.41
1565,25,0.2,0.14,2,0.8,13,8010.57,169,2287.88
1566,25,0.2,0.14,2,0.8,28,8631.34,44.5,2462.7
1567,25,0.2,0.14,2,0.8,23,8209.36,170,2344.72
1568,26,0.1,0.05,8,0.8,23,8637.93,62.5,2923.69
1569,26,0.1,0.05,8,0.8,28,8982.95,29,3020.59
1570,26,0.1,0.05,8,0.8,13,8474.33,72.5,2877.62
1571,26,0.1,0.05,8,0.8,18,8475.56,72.5,2877.96
1572,25,0.1,0.08,11,0.8,28,8739.98,14,3178.96
1573,25,0.1,0.08,11,0.8,18,8170.38,63.5,3013.25
1574,25,0.1,0.08,11,0.8,23,8347.75,59,3064.5
1575,26,0.2,0.05,8,0.6,18,9713.63,83,3136.49
1576,26,0.2,0.08,2,0.6,28,8509.25,69.5,2411.74
1577,26,0.2,0.05,8,0.6,13,9713.02,83,3136.32
1578,26,0.2,0.08,2,0.6,13,8317.86,121,2361.72
1579,26,0.2,0.05,8,0.6,28,9886.98,52,3182.9
1580,26,0.2,0.08,2,0.6,23,8326.93,104.5,2362.33
1581,26,0.2,0.05,8,0.6,23,9712.24,72,3134.57
1582,26,0.2,0.08,2,0.6,18,8318.65,121.5,2361.93
1583,25,0.1,0.08,11,0.8,13,8168.73,64,3012.77
1584,24,0.1,0.11,14,0.8,18,8343.82,293,3296.85
1585,24,0.1,0.11,14,0.8,13,8341.82,294.5,3296.24
1586,24,0.1,0.11,14,0.8,28,8963.23,177,3484.7
1587,24,0.1,0.11,14,0.8,23,8528.58,292.5,3355.56
1588,25,0.2,0.08,11,0.6,13,9507.48,78,3290.86
1589,25,0.2,0.11,5,0.6,28,8762.73,63,2692.17
1590,25,0.2,0.11,5,0.6,23,8560.07,129.5,2635.59
1591,25,0.2,0.08,11,0.6,28,9731.58,40.5,3354.08
1592,25,0.2,0.11,5,0.6,18,8532.84,153,2629.44
1593,25,0.2,0.08,11,0.6,23,9530.03,65.5,3296.47
1594,25,0.2,0.08,11,0.6,18,9508.44,79,3291.13
1595,25,0.2,0.11,5,0.6,13,8531.78,152.5,2629.15
1596,22,0.05,0.08,2,0.8,18,9071.2,757.5,2919.15
1597,22,0.05,0.08,2,0.8,13,9069.35,757.5,2918.54
1598,22,0.05,0.08,2,0.8,28,9658.1,673,3106.53
1599,22,0.05,0.08,2,0.8,23,9290.46,743.5,2987.04
1600,26,0.1,0.08,14,0.8,28,8321.36,1,3214.32
1601,26,0.1,0.08,14,0.8,13,7758.29,28.5,3053.49
1602,26,0.1,0.08,14,0.8,23,7937.49,19,3104.32
1603,26,0.1,0.08,14,0.8,18,7759.82,28.5,3053.92
1604,24,0.1,0.05,14,0.8,28,10841.07,139.5,4028.53
1605,24,0.1,0.05,14,0.8,23,10449.06,246.5,3910.13
1606,24,0.1,0.05,14,0.8,18,10278.45,258.5,3860.35
1607,24,0.1,0.05,14,0.8,13,10276.88,260,3859.88
1608,24,0.15,0.08,11,0.9,23,9765.73,305,3461.74
1609,24,0.15,0.08,11,0.9,28,10364.33,150.5,3641.58
1610,24,0.15,0.08,11,0.9,13,9439.79,302.5,3365.31
1611,26,0.2,0.14,5,0.8,13,7576.79,60.5,2335.59
1612,24,0.15,0.08,11,0.9,18,9442.39,300.5,3366.08
1613,26,0.2,0.14,5,0.8,18,7578.56,60.5,2336.06
1614,26,0.2,0.14,5,0.8,23,7775.94,56.5,2391.52
1615,26,0.2,0.14,5,0.8,28,8188.67,5.5,2505.03
1616,23,0.15,0.11,14,0.9,13,9696.24,487,3684.52
1617,23,0.15,0.11,14,0.9,23,9978.4,482.5,3777.39
1618,23,0.15,0.11,14,0.9,18,9699.38,486.5,3685.51
1619,23,0.15,0.11,14,0.9,28,10680.58,370,3990.59
1620,26,0.1,0.14,14,0.8,13,6830.4,9,2789.58
1621,26,0.1,0.14,14,0.8,23,7037.1,6,2852.54
1622,26,0.1,0.14,14,0.8,18,6832.14,9,2790.08
1623,26,0.1,0.14,14,0.8,28,7434.03,0,2963.02
1624,25,0.2,0.05,2,0.8,18,10140.38,156,2909.03
1625,25,0.2,0.05,2,0.8,23,10303.38,136.5,2955.45
1626,25,0.2,0.05,2,0.8,13,10138.91,156,2908.63
1627,25,0.2,0.05,2,0.8,28,10669.33,82,3058.31
1628,24,0.2,0.08,5,0.8,13,9885.13,388.5,3053.95
1629,24,0.2,0.08,5,0.8,18,9887.06,388.5,3054.5
1630,24,0.2,0.08,5,0.8,23,10066.28,374,3107.02
1631,24,0.2,0.08,5,0.8,28,10483.55,224.5,3228.5
1632,24,0.2,0.14,8,0.7,13,9035.68,386,2989.39
1633,24,0.2,0.14,8,0.7,18,9037.4,385.5,2989.88
1634,24,0.2,0.14,8,0.7,23,9139.69,368,3019.34
1635,23,0.2,0.11,8,0.8,13,10149.68,554,3361.88
1636,24,0.2,0.14,8,0.7,28,9460.12,250.5,3113.08
1637,23,0.15,0.05,14,0.6,18,11680.21,512,4283.65
1638,23,0.2,0.11,8,0.8,23,10340.2,544,3419.59
1639,23,0.2,0.11,8,0.8,18,10152.05,553,3362.59
1640,23,0.15,0.05,14,0.6,13,11679.21,511.5,4283.34
1641,23,0.15,0.05,14,0.6,28,11879.96,451.5,4347.28
1642,23,0.2,0.11,8,0.8,28,10806.46,438,3561.68
1643,23,0.15,0.05,14,0.6,23,11677.49,491,4285.32
1644,26,0.2,0.14,8,0.8,28,8377.5,0,2748.47
1645,22,0.2,0.14,11,0.8,18,10697.24,697.5,3776.26
1646,22,0.2,0.14,11,0.8,13,10694.42,697.5,3775.36
1647,26,0.2,0.14,8,0.8,18,7760.51,42.5,2576.27
1648,22,0.2,0.14,11,0.8,28,11403.17,608.5,4002.46
1649,26,0.2,0.14,8,0.8,23,7956.63,32,2631.51
1650,22,0.2,0.14,11,0.8,23,10890.51,685,3837.15
1651,26,0.2,0.14,8,0.8,13,7758.66,42.5,2575.77
1652,25,0.05,0.05,5,0.6,23,8445.28,120.5,2751.08
1653,24,0.1,0.14,2,0.8,23,7393.3,470.5,2257.22
1654,25,0.05,0.05,5,0.6,18,8474.5,142,2759.05
1655,24,0.1,0.14,2,0.8,18,7187.51,475.5,2189.96
1656,24,0.1,0.14,2,0.8,13,7185.57,475.5,2189.4
1657,25,0.05,0.05,5,0.6,13,8473.84,142.5,2758.86
1658,25,0.05,0.05,5,0.6,28,8618.23,95,2800.02
1659,26,0.15,0.08,14,0.6,18,8366.96,36.5,3178.61
1660,26,0.15,0.08,14,0.6,13,8366.14,36,3178.38
1661,26,0.15,0.08,14,0.6,28,8577.34,10,3237.96
1662,26,0.15,0.08,14,0.6,23,8383.24,27,3182.93
1663,24,0.1,0.14,2,0.8,28,7787.92,271,2366.6
1664,24,0.05,0.08,8,0.6,18,8025.52,381,2865.3
1665,24,0.05,0.08,8,0.6,13,8024.64,381.5,2865.03
1666,24,0.05,0.08,8,0.6,28,8210.9,268,2921.57
1667,24,0.05,0.08,8,0.6,23,8015.66,353.5,2864.04
1668,23,0.05,0.11,11,0.6,13,8117.89,548,3139.85
1669,23,0.05,0.11,11,0.6,28,8340.15,467.5,3212.53
1670,23,0.05,0.11,11,0.6,18,8119.06,548,3140.24
1671,23,0.05,0.11,11,0.6,23,8131.7,524,3148.69
1672,22,0.05,0.14,14,0.6,23,8534.09,682,3539.89
1673,22,0.05,0.14,14,0.6,28,8743.61,633.5,3611.47
1674,22,0.05,0.14,14,0.6,13,8489.68,702.5,3521.39
1675,22,0.05,0.14,14,0.6,18,8491.07,702.5,3521.89
1676,26,0.2,0.05,11,0.7,18,9930.86,60,3386.83
1677,26,0.2,0.05,11,0.7,13,9929.89,59,3386.57
1678,26,0.2,0.05,11,0.7,28,10249.81,27.5,3475.33
1679,26,0.2,0.05,11,0.7,23,9994.86,51.5,3404.11
1680,26,0.2,0.11,14,0.6,23,8481.49,15,3161.74
1681,26,0.2,0.11,14,0.6,28,8690,4,3220.62
1682,26,0.15,0.05,2,0.7,23,8863.53,105,2563.03
1683,26,0.15,0.05,2,0.7,28,9100.21,70.5,2627.98
1684,26,0.15,0.05,2,0.7,13,8807.06,118,2548.25
1685,26,0.2,0.11,14,0.6,13,8447.33,26,3152.59
1686,26,0.15,0.05,2,0.7,18,8807.95,117.5,2548.49
1687,26,0.2,0.11,14,0.6,18,8448.27,27,3152.85
1688,25,0.2,0.08,14,0.7,13,9752.97,52,3552.04
1689,25,0.2,0.08,14,0.7,23,9839.75,42,3576.9
1690,25,0.2,0.08,14,0.7,18,9754.29,52.5,3552.41
1691,25,0.2,0.08,14,0.7,28,10133.36,14,3661.97
1692,26,0.05,0.05,8,0.9,13,7917.08,71,2754.43
1693,26,0.05,0.05,8,0.9,18,7918.73,71.5,2754.89
1694,26,0.15,0.11,5,0.6,28,7478.75,43.5,2353.68
1695,25,0.15,0.08,5,0.7,18,8515.16,127.5,2679.24
1696,25,0.15,0.08,5,0.7,23,8590.93,109,2700.24
1697,26,0.15,0.11,5,0.6,23,7289.52,72,2301.73
1698,25,0.15,0.08,5,0.7,13,8513.94,127.5,2678.91
1699,25,0.15,0.08,5,0.7,28,8860.58,58,2776.56
1700,26,0.15,0.11,5,0.6,18,7271.64,82,2298.01
1701,26,0.15,0.11,5,0.6,13,7270.78,81.5,2297.78
1702,26,0.05,0.05,8,0.9,23,8227.78,62.5,2842.26
1703,26,0.05,0.05,8,0.9,28,8707.53,18,2978.18
1704,26,0.1,0.11,8,0.7,13,6846.85,52.5,2413.18
1705,25,0.05,0.08,11,0.9,13,7522.45,59,2870.47
1706,25,0.15,0.14,8,0.6,23,7674.53,99,2622.38
1707,24,0.15,0.11,8,0.7,13,8699.81,382,2954.71
1708,24,0.15,0.11,8,0.7,18,8701.33,381,2955.15
1709,25,0.15,0.14,8,0.6,18,7643.49,113,2614.19
1710,25,0.15,0.14,8,0.6,28,7882.97,39,2681.74
1711,24,0.15,0.11,8,0.7,23,8791.06,359,2981.4
1712,25,0.15,0.14,8,0.6,13,7642.38,112.5,2613.87
1713,24,0.15,0.11,8,0.7,28,9091.3,242.5,3069.94
1714,25,0.05,0.08,11,0.9,23,7914.39,59,2983.5
1715,25,0.05,0.08,11,0.9,18,7524.55,59.5,2871.08
1716,26,0.1,0.11,8,0.7,28,7199.31,10.5,2511.93
1717,26,0.1,0.11,8,0.7,23,6930.74,44.5,2436.53
1718,26,0.1,0.11,8,0.7,18,6847.98,53,2413.5
1719,25,0.05,0.08,11,0.9,28,8398.59,6.5,3126.12
1720,23,0.15,0.14,11,0.7,13,9132.94,538.5,3318.39
1721,23,0.15,0.14,11,0.7,23,9237.86,516.5,3350.87
1722,23,0.15,0.14,11,0.7,18,9134.81,538.5,3318.97
1723,23,0.15,0.14,11,0.7,28,9568.01,440.5,3453.31
1724,25,0.1,0.14,11,0.7,23,7275.3,65,2757.77
1725,24,0.05,0.11,14,0.9,18,7644.65,281.5,3144.01
1726,25,0.1,0.14,11,0.7,28,7575.1,8.5,2840.71
1727,24,0.05,0.11,14,0.9,13,7642.16,281.5,3143.23
1728,25,0.1,0.14,11,0.7,13,7185.62,71.5,2726.97
1729,24,0.05,0.11,14,0.9,28,8606.3,154.5,3433.46
1730,24,0.05,0.11,14,0.9,23,8074.84,291.5,3266.63
1731,25,0.1,0.14,11,0.7,18,7187.06,71,2727.39
1732,23,0.15,0.05,5,0.8,13,11137.31,580.5,3546.92
1733,23,0.15,0.05,5,0.8,28,11713.18,469.5,3720.32
1734,23,0.15,0.05,5,0.8,18,11139.07,580,3547.45
1735,23,0.15,0.05,5,0.8,23,11309.22,556,3597.91
1736,22,0.15,0.08,8,0.8,23,10990.38,701.5,3763.9
1737,22,0.15,0.08,8,0.8,28,11452.74,624,3911.71
1738,22,0.15,0.08,8,0.8,13,10799.26,719.5,3704.87
1739,22,0.15,0.08,8,0.8,18,10801.55,719.5,3705.6
1740,22,0.1,0.05,5,0.6,23,11334.25,725.5,3741.75
1741,22,0.1,0.05,5,0.6,18,11359.55,743,3746.25
1742,26,0.1,0.05,2,0.6,23,8125.33,111,2399.94
1743,26,0.1,0.05,2,0.6,28,8287.81,83.5,2444.58
1744,22,0.1,0.05,5,0.6,28,11529.39,680,3802.52
1745,26,0.1,0.05,2,0.6,13,8140.45,125.5,2405.58
1746,26,0.1,0.05,2,0.6,18,8141.05,126,2405.75
1747,22,0.15,0.14,11,0.7,28,10276.43,629.5,3738.36
1748,22,0.15,0.14,11,0.7,23,9931.49,693,3626.43
1749,22,0.1,0.05,5,0.6,13,11358.54,743,3745.92
1750,22,0.15,0.14,11,0.7,18,9824.9,712,3591.72
1751,22,0.15,0.14,11,0.7,13,9822.81,712,3591.04
1752,23,0.1,0.11,2,0.9,13,8137.7,623.5,2514.49
1753,23,0.1,0.11,2,0.9,18,8140.36,624,2515.29
1754,23,0.1,0.11,2,0.9,23,8530.42,614.5,2637.16
1755,23,0.1,0.11,2,0.9,28,9080.32,471.5,2801.94
1756,23,0.1,0.05,5,0.6,23,10478.63,573.5,3404.3
1757,23,0.1,0.05,5,0.6,28,10667.58,521.5,3460.8
1758,23,0.1,0.05,5,0.6,13,10502.24,595,3409.76
1759,23,0.1,0.05,5,0.6,18,10503.14,595,3410.04
1760,22,0.1,0.14,5,0.9,28,9552.2,622,3208.52
1761,26,0.05,0.14,2,0.8,23,5783.92,83,1780.5
1762,22,0.15,0.14,2,0.8,23,9343.61,755,2877.42
1763,26,0.05,0.14,2,0.8,28,6100.07,17.5,1867.75
1764,22,0.15,0.14,2,0.8,28,9857.3,674.5,3027.89
1765,22,0.15,0.14,2,0.8,13,9193.56,767.5,2819.41
1766,22,0.15,0.14,2,0.8,18,9196.09,767.5,2820.2
1767,22,0.1,0.14,5,0.9,13,8516.87,736,2879.14
1768,26,0.05,0.14,2,0.8,13,5507.84,88,1700.44
1769,22,0.1,0.08,8,0.6,28,10288.86,673.5,3617.65
1770,22,0.1,0.14,5,0.9,18,8520,736,2880.16
1771,22,0.1,0.14,5,0.9,23,8949.9,726,3012.36
1772,26,0.05,0.14,2,0.8,18,5509.32,88,1700.84
1773,22,0.1,0.08,8,0.6,18,10072.57,732.5,3545.69
1774,22,0.1,0.08,8,0.6,23,10073.6,714.5,3549.6
1775,22,0.1,0.08,8,0.6,13,10071.33,732.5,3545.27
1776,26,0.1,0.08,5,0.6,23,7222.26,76.5,2330.79
1777,26,0.1,0.08,5,0.6,28,7400.07,52.5,2379.97
1778,26,0.1,0.08,5,0.6,13,7219.23,92.5,2331.01
1779,26,0.1,0.08,5,0.6,18,7219.97,93,2331.21
1780,25,0.1,0.11,8,0.6,18,7343.42,109,2582.7
1781,25,0.1,0.11,8,0.6,23,7361.53,92,2587.58
1782,25,0.1,0.11,8,0.6,13,7342.44,109,2582.42
1783,25,0.1,0.11,8,0.6,28,7558.19,46,2643.88
1784,26,0.05,0.14,11,0.6,13,5971.37,36.5,2401.1
1785,24,0.1,0.14,11,0.6,13,7689.22,363.5,2909.42
1786,24,0.1,0.14,11,0.6,18,7690.44,363.5,2909.79
1787,24,0.1,0.14,11,0.6,23,7721.94,342,2919.94
1788,24,0.1,0.14,11,0.6,28,7938.84,257,2984.86
1789,26,0.05,0.14,11,0.6,28,6188.05,4.5,2463.08
1790,26,0.05,0.14,11,0.6,18,5972.28,36.5,2401.36
1791,26,0.05,0.14,11,0.6,23,6011.44,25,2414.34
1792,22,0.15,0.05,5,0.7,28,12415.81,660.5,4011.18
1793,22,0.15,0.05,5,0.7,18,12068.87,737,3901.29
1794,22,0.15,0.05,5,0.7,23,12126.35,712.5,3920.33
1795,22,0.15,0.05,5,0.7,13,12067.44,737,3900.83
1796,24,0.1,0.05,5,0.7,18,9758.1,367,3133.52
1797,23,0.15,0.14,2,0.9,18,8452.23,627,2538.43
1798,23,0.15,0.14,2,0.9,13,8449.23,627,2537.54
1799,24,0.1,0.05,5,0.7,13,9757.02,367,3133.21
1800,25,0.1,0.14,2,0.9,18,6560.23,148,1975.1
1801,25,0.1,0.14,2,0.9,23,6955.65,168.5,2097.69
1802,24,0.1,0.05,5,0.7,28,10069.29,232,3224.64
1803,25,0.1,0.14,2,0.9,28,7456.37,21,2238.94
1804,24,0.1,0.05,5,0.7,23,9808.99,343.5,3148.54
1805,25,0.1,0.08,5,0.6,28,7977.84,73.5,2575.89
1806,25,0.1,0.08,5,0.6,18,7788.96,143,2523.21
1807,25,0.1,0.14,2,0.9,13,6557.88,149,1974.45
1808,25,0.1,0.08,5,0.6,23,7793.39,117,2523.62
1809,25,0.1,0.08,5,0.6,13,7788.09,143,2522.97
1810,23,0.15,0.14,2,0.9,28,9394.46,465,2828.46
1811,23,0.15,0.14,2,0.9,23,8769.25,621,2647.62
1812,23,0.1,0.08,8,0.7,13,9352.16,569,3259.77
1813,23,0.1,0.08,8,0.7,28,9723.71,469.5,3374.22
1814,23,0.1,0.08,8,0.7,18,9353.61,569,3260.22
1815,23,0.1,0.08,8,0.7,23,9427.1,545.5,3283.41
1816,24,0.1,0.11,8,0.6,18,7912.3,403.5,2784.86
1817,24,0.1,0.11,8,0.6,13,7911.17,402.5,2784.52
1818,24,0.1,0.11,8,0.6,28,8137.34,278.5,2851.32
1819,24,0.1,0.11,8,0.6,23,7932.84,370.5,2791.05
1820,22,0.1,0.11,11,0.7,23,9631.09,692,3609.77
1821,26,0.05,0.11,8,0.6,18,6195.91,59.5,2273.33
1822,26,0.05,0.11,8,0.6,23,6200.13,48.5,2274.72
1823,22,0.1,0.11,11,0.7,28,9960.5,633,3716.95
1824,23,0.1,0.14,11,0.6,28,8545.09,464.5,3216.71
1825,22,0.1,0.11,11,0.7,13,9540.55,708.5,3578.88
1826,26,0.05,0.11,8,0.6,13,6195.12,60,2273.11
1827,22,0.1,0.11,11,0.7,18,9542.36,708.5,3579.49
1828,23,0.1,0.14,11,0.6,13,8285.12,549.5,3134.37
1829,23,0.1,0.14,11,0.6,23,8313.5,523.5,3145.49
1830,26,0.05,0.11,8,0.6,28,6389.84,20.5,2327.65
1831,23,0.1,0.14,11,0.6,18,8286.51,549,3134.81
1832,25,0.05,0.14,11,0.6,13,6495.12,84,2577.79
1833,25,0.05,0.14,11,0.6,18,6496.13,83.5,2578.09
1834,25,0.05,0.14,11,0.6,23,6530.79,71,2590.74
1835,25,0.05,0.14,11,0.6,28,6719.3,17,2644.26
1836,23,0.1,0.11,11,0.7,23,8896.9,518,3319.11
1837,23,0.1,0.11,11,0.7,18,8808.76,535,3291.01
1838,23,0.1,0.11,11,0.7,13,8807.11,535,3290.48
1839,23,0.1,0.11,11,0.7,28,9214.67,440,3417.69
1840,22,0.1,0.14,14,0.7,13,9264.68,693,3691.91
1841,22,0.1,0.14,14,0.7,18,9266.64,693,3692.58
1842,22,0.1,0.14,14,0.7,23,9365.09,674,3727.43
1843,22,0.1,0.14,14,0.7,28,9710.09,616,3840.06
1844,26,0.15,0.05,11,0.6,28,9418.01,38.5,3287.17
1845,26,0.15,0.05,11,0.6,23,9242.98,53.5,3238.2
1846,26,0.15,0.05,11,0.6,18,9246.31,66.5,3239.98
1847,22,0.15,0.05,14,0.6,13,12615.77,685.5,4648.21
1848,26,0.15,0.05,11,0.6,13,9245.67,65.5,3239.8
1849,22,0.15,0.05,14,0.6,18,12616.89,685,4648.59
1850,22,0.15,0.05,14,0.6,23,12615.4,665,4652.6
1851,22,0.15,0.05,14,0.6,28,12824.05,625,4719.24
1852,25,0.15,0.08,14,0.6,18,9005.14,59.5,3390.95
1853,25,0.15,0.08,14,0.6,23,9024.28,46.5,3396.65
1854,25,0.15,0.08,14,0.6,28,9225.94,28,3455.19
1855,25,0.15,0.08,14,0.6,13,9004.21,59,3390.68
1856,25,0.1,0.11,8,0.7,13,7391.24,92.5,2596.47
1857,25,0.1,0.11,8,0.7,18,7392.53,92,2596.84
1858,25,0.1,0.11,8,0.7,23,7476.55,86,2620.89
1859,25,0.1,0.11,8,0.7,28,7756.53,31,2701.61
1860,24,0.1,0.14,11,0.7,13,7742.84,349,2925.6
1861,23,0.2,0.05,14,0.7,18,12473.33,502.5,4455.72
1862,23,0.2,0.05,14,0.7,13,12471.92,502.5,4455.29
1863,23,0.2,0.05,14,0.7,28,12838.51,426,4568.69
1864,24,0.1,0.14,11,0.7,28,8146.73,223.5,3047.47
1865,23,0.2,0.05,14,0.7,23,12547.61,483,4478.8
1866,25,0.15,0.05,2,0.6,23,9425.67,150.5,2755.19
1867,24,0.1,0.14,11,0.7,18,7744.42,348.5,2926.08
1868,25,0.15,0.05,2,0.6,28,9596.96,115.5,2803.2
1869,24,0.1,0.14,11,0.7,23,7831.8,333.5,2956.98
1870,25,0.15,0.05,2,0.6,13,9434.4,173,2759.3
1871,25,0.15,0.05,2,0.6,18,9435.12,172,2759.5
1872,25,0.1,0.05,5,0.7,28,9318.19,80,2961.76
1873,25,0.1,0.05,5,0.7,23,9066.81,115.5,2890.51
1874,25,0.1,0.05,5,0.7,18,9014.97,134.5,2875.98
1875,25,0.1,0.05,5,0.7,13,9013.98,134.5,2875.71
1876,24,0.15,0.08,5,0.6,23,9123.64,393,2891.22
1877,24,0.15,0.08,5,0.6,18,9111.26,428,2888.54
1878,24,0.15,0.08,5,0.6,28,9318.73,305.5,2947.75
1879,24,0.15,0.08,5,0.6,13,9110.23,428,2888.25
1880,24,0.1,0.08,8,0.7,28,8996.93,232.5,3104.48
1881,24,0.1,0.08,8,0.7,23,8710.73,342.5,3020.14
1882,24,0.1,0.08,8,0.7,18,8638.13,366,2998.46
1883,24,0.1,0.08,8,0.7,13,8636.83,366,2998.08
1884,23,0.15,0.11,8,0.6,18,9300.6,585,3178.47
1885,23,0.15,0.11,8,0.6,13,9299.26,585,3178.06
1886,23,0.15,0.11,8,0.6,28,9549.7,498.5,3254.11
1887,23,0.15,0.11,8,0.6,23,9332.02,557,3188.12
1888,25,0.2,0.05,11,0.7,18,10672.18,89,3630.21
1889,22,0.2,0.05,5,0.9,23,12958.68,698,4109.18
1890,25,0.2,0.05,11,0.7,23,10737.79,76,3648.45
1891,22,0.2,0.05,5,0.9,28,13584.29,615,4307.06
1892,25,0.2,0.05,11,0.7,28,11002.99,47,3724.48
1893,22,0.2,0.05,5,0.9,13,12684.22,721.5,4021.18
1894,22,0.2,0.05,5,0.9,18,12686.97,721.5,4022.03
1895,25,0.2,0.05,11,0.7,13,10671.09,89,3629.9
1896,24,0.2,0.08,14,0.7,13,10475.39,303,3799.31
1897,24,0.2,0.08,14,0.7,18,10476.88,303,3799.75
1898,24,0.2,0.08,14,0.7,23,10565.44,286.5,3826.08
1899,24,0.2,0.08,14,0.7,28,10870.45,194,3917.21
1900,26,0.15,0.14,8,0.6,18,7074.44,53.5,2430.01
1901,26,0.15,0.14,8,0.6,13,7073.47,53.5,2429.74
1902,26,0.15,0.14,8,0.6,28,7302.53,14.5,2492.53
1903,26,0.15,0.14,8,0.6,23,7102.14,45,2436.88
1904,26,0.1,0.08,5,0.7,18,7264.02,84.5,2343.41
1905,26,0.1,0.08,5,0.7,23,7335.04,73.5,2362.8
1906,26,0.1,0.08,5,0.7,13,7263,84.5,2343.13
1907,24,0.2,0.05,2,0.7,23,10967.88,382.5,3188.06
1908,24,0.2,0.05,2,0.7,18,10905.9,415.5,3171.13
1909,26,0.1,0.08,5,0.7,28,7587.68,38.5,2432.93
1910,24,0.2,0.05,2,0.7,28,11229.62,265.5,3263.51
1911,24,0.2,0.05,2,0.7,13,10904.71,416,3170.8
1912,24,0.15,0.05,5,0.8,28,10883.34,199.5,3413.66
1913,22,0.05,0.05,8,0.7,28,11255.16,641,3980.23
1914,22,0.05,0.05,8,0.7,23,10980.54,692,3891.21
1915,24,0.15,0.05,5,0.8,23,10505.89,331,3302.66
1916,24,0.15,0.05,5,0.8,18,10344.69,350,3255.43
1917,22,0.05,0.05,8,0.7,18,10935.56,717.5,3873.94
1918,24,0.15,0.05,5,0.8,13,10343.09,350.5,3254.97
