#,P1,P2,P3,P4,P5,P6,v1,v2,v3
5399,23,0.05,0.14,14,0.8,18,7887.82,493,3271.54
5400,23,0.2,0.05,2,0.6,13,11648.53,628.5,3444.77
5401,23,0.2,0.05,2,0.6,23,11651.19,600.5,3444.11
5402,23,0.2,0.05,2,0.6,18,11649.54,628.5,3445.07
5403,23,0.2,0.05,2,0.6,28,11837.88,556,3499.32
5404,22,0.2,0.08,5,0.6,13,11354.16,754,3603.41
5405,22,0.2,0.08,5,0.6,18,11355.59,754,3603.85
5406,22,0.2,0.08,5,0.6,23,11385.32,738,3612.63
5407,22,0.2,0.08,5,0.6,28,11600.58,698.5,3679.37
5408,22,0.2,0.05,2,0.7,28,12905.47,685.5,3902.6
5409,26,0.15,0.05,14,0.9,18,9391.07,43,3469.8
5410,26,0.15,0.05,14,0.9,13,9389.15,42.5,3469.26
5411,24,0.1,0.05,2,0.6,18,9545.24,434.5,2881.45
5412,22,0.2,0.05,2,0.7,13,12551.74,750.5,3793.14
5413,24,0.1,0.05,2,0.6,13,9544.45,434.5,2881.22
5414,24,0.1,0.05,2,0.6,28,9699.16,301.5,2925.61
5415,22,0.2,0.05,2,0.7,18,12553.26,750.5,3793.61
5416,26,0.15,0.05,14,0.9,28,10198.1,5,3699.79
5417,24,0.1,0.05,2,0.6,23,9519.22,395.5,2874.02
5418,26,0.15,0.05,14,0.9,23,9676.16,33,3551.64
5419,22,0.2,0.05,2,0.7,23,12621,734,3814.1
5420,23,0.2,0.08,2,0.6,28,10605.36,561,3121.33
5421,23,0.2,0.08,2,0.6,23,10402.36,621.5,3061.61
5422,23,0.2,0.08,2,0.6,18,10382.51,657.5,3057.21
5423,23,0.2,0.08,2,0.6,13,10381.28,658,3056.85
5424,22,0.1,0.05,8,0.9,28,12390.3,595.5,4270.24
5425,22,0.1,0.05,8,0.9,23,11805.5,679,4078.38
5426,22,0.1,0.05,8,0.9,18,11504.39,695,3985.34
5427,22,0.1,0.05,8,0.9,13,11501.96,695.5,3984.54
5428,22,0.05,0.05,11,0.8,18,11123.63,687,4126.9
5429,22,0.05,0.05,11,0.8,13,11121.93,687,4126.32
5430,22,0.05,0.05,11,0.8,28,11663.25,603,4306.14
5431,22,0.05,0.05,11,0.8,23,11265.42,665.5,4173.64
5432,26,0.05,0.08,8,0.6,13,6819.55,70.5,2448.02
5433,26,0.05,0.08,8,0.6,18,6820.24,71.5,2448.21
5434,26,0.05,0.08,8,0.6,23,6812.51,57,2446.2
5435,26,0.05,0.08,8,0.6,28,6995.7,36,2497.25
5436,25,0.05,0.11,11,0.6,28,7123.66,28,2758.91
5437,25,0.05,0.11,11,0.6,13,6914.16,78.5,2696.9
5438,25,0.05,0.11,11,0.6,18,6915.09,78,2697.17
5439,25,0.05,0.11,11,0.6,23,6921.96,65,2700.46
5440,23,0.15,0.05,2,0.7,28,11301.62,525,3405.43
5441,24,0.05,0.14,14,0.6,28,7482.62,233.5,3100.92
5442,24,0.05,0.14,14,0.6,23,7283.35,315,3040.37
5443,23,0.15,0.05,2,0.7,13,10971.21,621,3307.03
5444,23,0.15,0.05,2,0.7,18,10972.5,620.5,3307.41
5445,23,0.15,0.05,2,0.7,23,11027.18,593,3323.73
5446,24,0.05,0.14,14,0.6,18,7244.05,335,3025.51
5447,24,0.05,0.14,14,0.6,13,7242.93,335,3025.16
5448,22,0.15,0.08,5,0.7,23,10683.26,730,3477.49
5449,22,0.15,0.08,5,0.7,28,10998.87,671.5,3576.17
5450,22,0.15,0.08,5,0.7,13,10602.92,748.5,3451.71
5451,22,0.15,0.08,5,0.7,18,10604.64,748.5,3452.26
5452,26,0.2,0.08,14,0.9,18,9007.02,25.5,3310.19
5453,26,0.2,0.08,14,0.9,13,9004.75,25,3309.56
5454,26,0.2,0.08,14,0.9,28,9874.73,0,3557.78
5455,26,0.2,0.08,14,0.9,23,9299.4,18.5,3395.05
5456,26,0.2,0.05,14,0.8,28,10636.22,11,3775.55
5457,26,0.2,0.05,14,0.8,23,10261.5,34.5,3669.91
5458,26,0.2,0.05,14,0.8,18,10098.61,45,3623.89
5459,26,0.2,0.05,14,0.8,13,10097.21,45,3623.5
5460,24,0.15,0.05,8,0.9,18,10457.17,303,3476.99
5461,24,0.15,0.05,8,0.9,13,10454.99,304.5,3476.36
5462,23,0.15,0.05,2,0.6,13,10921.1,628.5,3291.93
5463,23,0.15,0.05,2,0.6,18,10922.06,628.5,3292.22
5464,23,0.15,0.05,2,0.6,23,10904.14,600.5,3287.15
5465,23,0.15,0.05,2,0.6,28,11094.5,556,3343.12
5466,24,0.15,0.05,8,0.9,28,11293.78,146.5,3726.29
5467,24,0.15,0.05,8,0.9,23,10741.86,289.5,3562.3
5468,22,0.15,0.08,5,0.6,28,10773.53,699,3505.58
5469,23,0.15,0.08,11,0.9,13,10145.59,515.5,3628.46
5470,22,0.15,0.08,5,0.6,13,10544.91,754,3433.35
5471,22,0.15,0.08,5,0.6,18,10546.25,754,3433.78
5472,22,0.15,0.08,5,0.6,23,10554.62,738,3438.12
5473,26,0.2,0.08,14,0.8,23,9238.31,19,3377.5
5474,26,0.2,0.08,14,0.8,18,9059.94,28.5,3326.96
5475,26,0.2,0.08,14,0.8,28,9643.89,1,3492.03
5476,23,0.15,0.08,11,0.9,23,10468.33,507.5,3726.03
5477,23,0.15,0.08,11,0.9,18,10148.44,515.5,3629.34
5478,26,0.2,0.08,14,0.8,13,9058.29,28.5,3326.5
5479,23,0.15,0.08,11,0.9,28,11095.21,394,3921.79
5480,26,0.15,0.14,2,0.9,28,7591.25,4,2193.87
5481,26,0.15,0.14,2,0.9,13,6685.32,83.5,1939.75
5482,22,0.15,0.11,14,0.9,13,10424.78,671,3977.33
5483,22,0.15,0.11,14,0.9,18,10428.2,671,3978.46
5484,26,0.15,0.14,2,0.9,23,7031.59,81,2050.64
5485,22,0.15,0.11,14,0.9,23,10704.77,664,4070.14
5486,26,0.15,0.14,2,0.9,18,6687.56,83.5,1940.35
5487,22,0.15,0.11,14,0.9,28,11434.91,578,4304.11
5488,22,0.05,0.11,5,0.8,18,8445.47,747,2921.65
5489,22,0.05,0.11,5,0.8,13,8443.43,747.5,2920.96
5490,22,0.05,0.11,5,0.8,28,9082.77,650,3126.48
5491,22,0.05,0.11,5,0.8,23,8707.1,727.5,3000.62
5492,24,0.05,0.08,11,0.9,18,8150.46,301,3095.36
5493,24,0.05,0.08,11,0.9,13,8148.21,303,3094.67
5494,24,0.05,0.08,11,0.9,28,9046.54,150.5,3364.59
5495,24,0.05,0.08,11,0.9,23,8544.89,305,3210.08
5496,26,0.1,0.14,11,0.8,18,6646.8,21.5,2545.89
5497,26,0.1,0.14,11,0.8,13,6645.08,20.5,2545.41
5498,26,0.1,0.14,11,0.8,28,7240.26,0,2715.13
5499,26,0.1,0.14,11,0.8,23,6854.34,13,2609.82
5500,23,0.05,0.11,14,0.9,13,8270.72,487,3385.11
5501,22,0.05,0.14,2,0.6,18,7717.63,776.5,2503.86
5502,23,0.05,0.11,14,0.9,18,8273.4,486.5,3385.99
5503,22,0.05,0.14,2,0.6,13,7716.3,776.5,2503.41
5504,23,0.05,0.11,14,0.9,23,8708.21,482.5,3510.31
5505,23,0.05,0.11,14,0.9,28,9259.58,369.5,3692.28
5506,22,0.05,0.14,2,0.6,28,7934.88,728.5,2574.61
5507,22,0.05,0.14,2,0.6,23,7749.13,766.5,2517.1
5508,23,0.1,0.05,8,0.8,18,10713.6,548,3665.76
5509,23,0.1,0.05,8,0.8,23,10884.13,524.5,3716.55
5510,23,0.1,0.05,8,0.8,28,11278.15,446.5,3838.41
5511,23,0.1,0.05,8,0.8,13,10711.97,547.5,3665.25
5512,22,0.1,0.08,11,0.8,13,10316.64,698.5,3817.84
5513,22,0.1,0.08,11,0.8,18,10318.79,698.5,3818.56
5514,22,0.1,0.08,11,0.8,23,10508.28,682,3877.32
5515,22,0.1,0.08,11,0.8,28,10955.86,606.5,4024.4
5516,22,0.2,0.05,2,0.8,23,12711.01,728.5,3842.05
5517,25,0.1,0.05,8,0.8,13,9161.3,103,3107.83
5518,23,0.05,0.08,2,0.8,18,8367.03,626.5,2637.22
5519,25,0.2,0.14,11,0.8,28,9225.19,1.5,3205.42
5520,22,0.2,0.05,2,0.8,28,13129.48,661.5,3973.36
5521,23,0.05,0.08,2,0.8,23,8583.32,605.5,2703.02
5522,25,0.1,0.05,8,0.8,23,9332.24,92,3156.3
5523,25,0.2,0.14,11,0.8,23,8775.45,57,3075.75
5524,25,0.1,0.05,8,0.8,18,9162.64,103,3108.21
5525,25,0.2,0.14,11,0.8,18,8582.81,57.5,3020.16
5526,23,0.05,0.08,2,0.8,13,8365.34,627.5,2636.7
5527,25,0.2,0.14,11,0.8,13,8580.74,58,3019.57
5528,25,0.05,0.05,8,0.9,13,8577.73,100,2978.6
5529,22,0.2,0.05,2,0.8,13,12545.89,745,3790.92
5530,25,0.05,0.05,8,0.9,23,8890.13,89,3068.22
5531,23,0.05,0.08,2,0.8,28,8937.17,502,2811.36
5532,22,0.2,0.05,2,0.8,18,12547.91,745,3791.54
5533,25,0.05,0.05,8,0.9,18,8579.49,99.5,2979.11
5534,25,0.05,0.05,8,0.9,28,9387.82,35,3213.67
5535,26,0.2,0.11,8,0.8,13,8121.46,49,2679.65
5536,26,0.2,0.11,8,0.8,18,8123.2,49,2680.11
5537,26,0.2,0.11,8,0.8,23,8312.37,40.5,2733.51
5538,26,0.2,0.11,8,0.8,28,8720.14,3.5,2846.72
5539,25,0.1,0.05,8,0.8,28,9698.88,49,3261.62
5540,24,0.1,0.08,11,0.8,18,8811.71,315.5,3241.18
5541,24,0.1,0.08,11,0.8,13,8809.91,316.5,3240.64
5542,22,0.15,0.05,8,0.9,13,12202.89,695.5,4131.92
5543,22,0.15,0.05,8,0.9,18,12205.51,695,4132.76
5544,22,0.15,0.05,8,0.9,23,12488.13,679,4221.92
5545,22,0.15,0.05,8,0.9,28,13099.65,595.5,4419.41
5546,24,0.1,0.08,11,0.8,28,9414.13,184.5,3420.43
5547,25,0.2,0.08,2,0.6,13,8971.92,184.5,2569.97
5548,25,0.2,0.08,2,0.6,18,8972.83,185.5,2570.22
5549,24,0.1,0.08,11,0.8,23,8997.98,308.5,3295.54
5550,25,0.2,0.08,2,0.6,23,8984.36,155.5,2571.64
5551,25,0.2,0.08,2,0.6,28,9174.44,102,2624.28
5552,24,0.2,0.11,5,0.6,28,9433.62,314,2916.43
5553,23,0.1,0.11,14,0.8,13,9007.64,497,3546.21
5554,23,0.1,0.11,14,0.8,23,9211.81,484,3610.07
5555,23,0.1,0.11,14,0.8,18,9009.84,497,3546.91
5556,24,0.2,0.11,5,0.6,13,9191.28,452.5,2848.15
5557,24,0.2,0.11,5,0.6,18,9192.52,453,2848.51
5558,24,0.2,0.11,5,0.6,23,9223.37,422,2856.06
5559,23,0.1,0.11,14,0.8,28,9664.92,398,3751.17
5560,23,0.2,0.14,8,0.6,23,9711.5,560,3227.23
5561,23,0.2,0.14,8,0.6,28,9943.3,495,3297.02
5562,25,0.2,0.11,2,0.6,28,8579.43,88.5,2450.49
5563,25,0.2,0.11,2,0.6,23,8380.52,177.5,2395.61
5564,25,0.2,0.11,2,0.6,18,8357.07,204,2390.78
5565,26,0.05,0.14,14,0.7,28,6588.05,0,2770.34
5566,25,0.2,0.11,2,0.6,13,8356.04,204,2390.5
5567,26,0.05,0.14,14,0.7,13,6198.38,11.5,2657.06
5568,26,0.05,0.14,14,0.7,23,6334.74,6.5,2696.82
5569,23,0.2,0.14,8,0.6,13,9661.36,589,3212.81
5570,23,0.2,0.14,8,0.6,18,9662.87,588.5,3213.26
5571,26,0.05,0.14,14,0.7,18,6199.62,11.5,2657.42
5572,24,0.2,0.14,5,0.6,23,8822.73,436,2736.24
5573,24,0.2,0.14,5,0.6,28,9041.1,318.5,2798.88
5574,24,0.2,0.14,5,0.6,13,8782.61,467.5,2726.03
5575,24,0.2,0.14,5,0.6,18,8783.95,468,2726.41
5576,26,0.2,0.14,5,0.6,13,7533.3,78,2324.86
5577,26,0.2,0.14,5,0.6,18,7534.32,78,2325.13
5578,26,0.2,0.14,5,0.6,23,7565.12,67.5,2332.06
5579,26,0.2,0.14,5,0.6,28,7767.34,36,2387.14
5580,25,0.1,0.14,14,0.8,23,7575.96,37,3036.31
5581,25,0.1,0.14,14,0.8,28,7993.45,0,3156.46
5582,25,0.1,0.14,14,0.8,13,7372.64,37.5,2973.42
5583,25,0.1,0.14,14,0.8,18,7374.57,37.5,2973.99
5584,25,0.15,0.05,14,0.7,13,10164.27,71.5,3728.34
5585,22,0.2,0.05,11,0.6,28,13316.91,639.5,4606.02
5586,22,0.2,0.05,11,0.6,18,13094.9,704,4534.56
5587,22,0.2,0.05,11,0.6,23,13114.04,685,4541.63
5588,25,0.15,0.05,14,0.7,28,10494.12,35.5,3823.93
5589,22,0.2,0.05,11,0.6,13,13093.72,704,4534.18
5590,25,0.15,0.05,14,0.7,18,10165.35,71.5,3728.65
5591,25,0.15,0.05,14,0.7,23,10229.56,60,3747.08
5592,26,0.15,0.11,8,0.9,18,7394.22,47,2519.79
5593,26,0.15,0.11,8,0.9,13,7391.95,47,2519.17
5594,25,0.15,0.05,5,0.9,23,9853,110,3067.75
5595,25,0.15,0.05,5,0.9,28,10370.81,48,3215.76
5596,26,0.15,0.11,8,0.9,28,8292.44,0,2773.98
5597,26,0.15,0.11,8,0.9,23,7711.44,37,2620.54
5598,25,0.15,0.05,5,0.9,13,9562.9,122.5,2982.63
5599,25,0.15,0.05,5,0.9,18,9564.89,121,2983.18
5600,25,0.15,0.14,11,0.9,13,7801.96,49.5,2849.42
5601,24,0.15,0.08,8,0.9,28,10163.87,169,3389.81
5602,24,0.15,0.08,8,0.9,23,9576.08,335,3214.81
5603,24,0.15,0.08,8,0.9,18,9249.03,336.5,3117.72
5604,25,0.15,0.14,11,0.9,28,8752.74,0,3126.46
5605,25,0.15,0.14,11,0.9,23,8119.05,56,2951.07
5606,25,0.2,0.05,8,0.6,28,10626.69,74.5,3425.51
5607,25,0.15,0.14,11,0.9,18,7804.65,49.5,2850.19
5608,25,0.2,0.05,8,0.6,18,10444.9,115,3375.37
5609,26,0.1,0.11,11,0.8,28,7587.86,0,2813.79
5610,25,0.2,0.05,8,0.6,23,10445.74,99.5,3374.29
5611,25,0.2,0.05,8,0.6,13,10444.18,115,3375.17
5612,24,0.15,0.08,8,0.9,13,9246.47,337,3116.98
5613,26,0.1,0.11,11,0.8,13,7008.68,31.5,2649.02
5614,26,0.1,0.11,11,0.8,23,7200.67,22,2708.46
5615,26,0.1,0.11,11,0.8,18,7010.3,31.5,2649.48
5616,24,0.2,0.08,11,0.6,23,10244.82,321,3539.74
5617,24,0.2,0.08,11,0.6,28,10453.94,241,3601.15
5618,24,0.2,0.08,11,0.6,13,10218.5,344.5,3532.39
5619,24,0.2,0.08,11,0.6,18,10219.6,344.5,3532.71
5620,26,0.15,0.14,11,0.7,28,7690.42,0,2793.5
5621,26,0.15,0.14,11,0.7,23,7398.66,17,2711.09
5622,23,0.2,0.11,14,0.6,28,10796.23,445.5,3943.63
5623,26,0.15,0.14,11,0.7,18,7304.53,29.5,2684.72
5624,26,0.15,0.14,11,0.7,13,7303.18,29.5,2684.35
5625,23,0.2,0.11,14,0.6,18,10516.16,520,3856.39
5626,23,0.2,0.11,14,0.6,23,10565.1,501,3872.19
5627,23,0.2,0.11,14,0.6,13,10514.72,520.5,3855.94
5628,26,0.1,0.05,14,0.6,13,8777.85,51.5,3344.25
5629,26,0.1,0.05,14,0.6,18,8778.48,51.5,3344.43
5630,26,0.1,0.05,14,0.6,23,8774.66,43,3343.1
5631,26,0.1,0.05,14,0.6,28,8950.11,27.5,3392.87
5632,22,0.15,0.05,2,0.7,13,11877.83,750.5,3651.48
5633,22,0.15,0.05,2,0.7,18,11879.24,750.5,3651.92
5634,22,0.15,0.05,2,0.7,23,11934.36,734,3669.77
5635,26,0.2,0.05,14,0.7,28,10432.3,18.5,3717.82
5636,22,0.15,0.05,2,0.7,28,12219.5,685,3758.4
5637,26,0.2,0.05,14,0.7,23,10173.08,37.5,3644.77
5638,26,0.2,0.05,14,0.7,18,10107.31,48.5,3626.72
5639,26,0.2,0.05,14,0.7,13,10106.33,48.5,3626.45
5640,24,0.15,0.11,2,0.9,13,8238.35,445,2437.8
5641,24,0.15,0.11,2,0.9,18,8240.95,444,2438.54
5642,26,0.15,0.11,2,0.6,28,7309.65,60.5,2116.82
5643,26,0.15,0.11,2,0.6,23,7125.36,99.5,2066.7
5644,26,0.15,0.11,2,0.6,18,7110.87,117.5,2064.17
5645,26,0.15,0.11,2,0.6,13,7110.04,117.5,2063.95
5646,24,0.15,0.11,2,0.9,23,8553.51,453,2543.4
5647,24,0.15,0.11,2,0.9,28,9169.3,224.5,2712.26
5648,23,0.15,0.14,5,0.9,13,8644.39,577.5,2786.54
5649,24,0.1,0.05,8,0.7,13,9929.85,332,3374.19
5650,24,0.1,0.05,8,0.7,23,9983.74,306,3390.41
5651,24,0.1,0.05,8,0.7,18,9930.89,331.5,3374.5
5652,25,0.15,0.14,5,0.6,23,7491.95,137.5,2380.06
5653,25,0.15,0.14,5,0.6,28,7695.38,59,2437.27
5654,24,0.1,0.05,8,0.7,28,10248.55,207,3468.49
5655,25,0.15,0.14,5,0.6,13,7463.18,161,2372.97
5656,25,0.15,0.14,5,0.6,18,7464.29,161,2373.28
5657,23,0.15,0.14,5,0.9,23,8957.14,578,2893.37
5658,23,0.15,0.14,5,0.9,18,8647.48,577.5,2787.46
5659,23,0.15,0.14,5,0.9,28,9631.59,427,3088.78
5660,23,0.1,0.08,11,0.7,13,9544.94,533.5,3510.05
5661,23,0.1,0.08,11,0.7,18,9546.42,533,3510.51
5662,23,0.1,0.08,11,0.7,23,9622.67,516.5,3535.06
5663,23,0.1,0.08,11,0.7,28,9924.81,442.5,3628.62
5664,26,0.05,0.05,14,0.7,13,8339.34,48.5,3255.27
5665,26,0.05,0.05,14,0.7,18,8340.23,48.5,3255.52
5666,22,0.1,0.11,14,0.7,13,9755.21,688.5,3841.32
5667,22,0.1,0.11,14,0.7,18,9757.05,689,3841.95
5668,22,0.1,0.11,14,0.7,23,9836.65,673,3872.28
5669,22,0.1,0.11,14,0.7,28,10182.53,617,3983.66
5670,26,0.05,0.05,14,0.7,23,8393.87,37.5,3271.02
5671,26,0.05,0.05,14,0.7,28,8641.92,18.5,3341.72
5672,26,0.1,0.11,11,0.7,18,7019.63,36.5,2652.26
5673,26,0.1,0.11,11,0.7,13,7018.46,36,2651.94
5674,26,0.1,0.11,11,0.7,28,7379.69,4,2754.25
5675,26,0.1,0.11,11,0.7,23,7104.28,26.5,2676.13
5676,25,0.1,0.14,14,0.7,28,7774.79,3,3091.92
5677,25,0.1,0.14,14,0.7,13,7376.67,50.5,2974.16
5678,25,0.1,0.14,14,0.7,18,7378.11,50,2974.59
5679,25,0.1,0.14,14,0.7,23,7467.53,44,3005.01
5680,23,0.15,0.05,8,0.8,18,11328.15,548,3794.96
5681,23,0.15,0.05,8,0.8,13,11326.39,547.5,3794.42
5682,23,0.15,0.05,8,0.8,28,11908.71,446.5,3971.03
5683,23,0.15,0.05,8,0.8,23,11498.78,524.5,3845.77
5684,22,0.15,0.08,11,0.8,13,11012.76,698.5,3964.2
5685,22,0.15,0.08,11,0.8,18,11015.1,698.5,3964.96
5686,22,0.15,0.08,11,0.8,23,11204.12,682,4023.63
5687,22,0.15,0.08,11,0.8,28,11673.54,606.5,4175.3
5688,23,0.1,0.05,2,0.6,18,10330.21,628.5,3167.8
5689,23,0.1,0.05,2,0.6,23,10302.64,600.5,3160.7
5690,24,0.05,0.08,2,0.8,23,7929.5,425.5,2458.17
5691,23,0.1,0.05,2,0.6,28,10488.43,556,3215.72
5692,24,0.05,0.08,2,0.8,28,8271.21,258,2557.8
5693,24,0.05,0.08,2,0.8,13,7714.67,442,2393.82
5694,24,0.05,0.08,2,0.8,18,7716.23,441,2394.28
5695,22,0.1,0.08,5,0.6,28,10087.96,699,3361.43
5696,22,0.1,0.08,5,0.6,23,9876.84,738,3295.56
5697,22,0.1,0.08,5,0.6,18,9879.87,754,3293.67
5698,22,0.1,0.08,5,0.6,13,9878.63,754,3293.27
5699,23,0.05,0.11,5,0.8,28,8403.19,469.5,2847.06
5700,23,0.05,0.11,5,0.8,18,7785.18,591.5,2656.27
5701,23,0.05,0.11,5,0.8,23,8043.28,574,2733.37
5702,23,0.05,0.11,5,0.8,13,7783.31,591.5,2655.68
5703,26,0.2,0.14,11,0.8,13,7947.89,20.5,2819
5704,26,0.2,0.14,11,0.8,18,7949.77,21.5,2819.52
5705,26,0.2,0.14,11,0.8,23,8144.22,13,2874.41
5706,26,0.2,0.14,11,0.8,28,8574.12,0,2995.2
5707,22,0.05,0.14,8,0.8,23,8410.7,706.5,3103.83
5708,22,0.05,0.14,8,0.8,28,8807.67,626.5,3238.67
5709,22,0.05,0.14,8,0.8,13,8126.25,721.5,3019.4
5710,22,0.05,0.14,8,0.8,18,8128.45,721.5,3020.15
5711,24,0.05,0.08,11,0.6,13,8200.54,344.5,3108.42
5712,24,0.05,0.08,11,0.6,23,8194.94,321,3109.01
5713,24,0.05,0.08,11,0.6,18,8201.46,344.5,3108.7
5714,24,0.05,0.08,11,0.6,28,8394.31,241,3168.42
5715,25,0.05,0.14,14,0.6,13,6681.14,61,2823.57
5716,25,0.05,0.14,14,0.6,18,6682.18,62,2823.88
5717,25,0.05,0.14,14,0.6,23,6719.23,49,2837.49
5718,25,0.05,0.14,14,0.6,28,6914.31,8,2894.11
5719,23,0.05,0.11,14,0.6,13,8312.16,520,3393.05
5720,23,0.05,0.11,14,0.6,18,8313.34,519.5,3393.45
5721,23,0.05,0.11,14,0.6,23,8329.66,501,3403.46
5722,23,0.05,0.11,14,0.6,28,8542.67,446,3470.02
5723,26,0.05,0.14,14,0.6,18,6151.57,16.5,2643.52
5724,26,0.05,0.14,14,0.6,13,6150.66,16,2643.26
5725,26,0.05,0.14,14,0.6,28,6376.57,0.5,2709.16
5726,23,0.1,0.05,2,0.6,13,10329.31,628.5,3167.53
5727,26,0.05,0.14,14,0.6,23,6193.13,9.5,2657.35
5728,23,0.1,0.08,2,0.9,28,9794.78,473.5,3014.69
5729,23,0.1,0.08,2,0.9,18,8889.48,616,2738.48
5730,23,0.1,0.08,2,0.9,23,9238.69,603,2848.26
5731,23,0.1,0.08,2,0.9,13,8887.01,616,2737.73
5732,23,0.2,0.08,2,0.7,28,10815.98,529.5,3185.17
5733,23,0.2,0.08,2,0.7,23,10520.5,613.5,3097.49
5734,23,0.2,0.08,2,0.7,18,10437.78,643,3073.6
5735,23,0.2,0.08,2,0.7,13,10436.19,643,3073.14
5736,26,0.05,0.05,5,0.9,28,8543.49,26.5,2741.17
5737,22,0.1,0.11,5,0.9,23,9431.53,723,3160.25
5738,26,0.1,0.11,2,0.9,28,7264.32,10.5,2151.75
5739,22,0.1,0.11,5,0.9,28,10020.88,625,3350.82
5740,22,0.1,0.11,5,0.9,13,9015.04,735,3031.88
5741,26,0.1,0.11,2,0.9,18,6416.19,89,1912.37
5742,26,0.1,0.11,2,0.9,23,6797.27,85,2027.37
5743,22,0.1,0.11,5,0.9,18,9018.02,735,3032.85
5744,22,0.2,0.11,5,0.7,28,11127.8,675.5,3529.28
5745,24,0.1,0.11,5,0.6,28,7950.66,314,2604.92
5746,22,0.2,0.11,5,0.7,23,10796.18,738,3425.61
5747,22,0.2,0.11,5,0.7,18,10696.22,755.5,3394.92
5748,24,0.1,0.11,5,0.6,23,7751.27,422,2546.83
5749,22,0.2,0.11,5,0.7,13,10694.19,755.5,3394.29
5750,24,0.1,0.11,5,0.6,18,7734.08,453,2542.15
5751,24,0.1,0.11,5,0.6,13,7732.96,452.5,2541.82
5752,26,0.05,0.05,5,0.9,13,7760.22,88.5,2520.25
5753,26,0.1,0.11,2,0.9,13,6414.16,89.5,1911.83
5754,26,0.05,0.05,5,0.9,18,7761.85,88.5,2520.7
5755,26,0.05,0.05,5,0.9,23,8071.58,79,2608.38
5756,25,0.1,0.14,5,0.9,23,7120.58,119.5,2334.01
5757,25,0.05,0.08,8,0.9,18,7350.31,78.5,2629.46
5758,22,0.05,0.05,11,0.7,13,11118.43,695,4125.05
5759,25,0.05,0.08,8,0.9,13,7348.28,78.5,2628.87
5760,25,0.1,0.14,5,0.9,28,7635.67,7,2480.88
5761,25,0.1,0.14,5,0.9,13,6728.55,99,2213.17
5762,22,0.05,0.05,11,0.7,23,11167.5,673.5,4144.19
5763,25,0.1,0.14,5,0.9,18,6730.97,98,2213.86
5764,22,0.05,0.05,11,0.7,18,11119.7,695,4125.5
5765,22,0.05,0.05,11,0.7,28,11445.83,625,4235.47
5766,23,0.1,0.14,8,0.6,28,8333.69,495,2958.85
5767,23,0.1,0.14,8,0.6,23,8110.58,560,2890.89
5768,23,0.1,0.14,8,0.6,18,8085,588.5,2881.76
5769,23,0.1,0.14,8,0.6,13,8083.65,589,2881.34
5770,25,0.05,0.08,8,0.9,28,8215.54,14,2880.81
5771,25,0.05,0.08,8,0.9,23,7744.06,79.5,2743.67
5772,24,0.05,0.11,11,0.9,13,7449.03,306,2892.24
5773,24,0.05,0.11,11,0.9,28,8407.05,166,3179.76
5774,24,0.05,0.11,11,0.9,23,7888.29,313.5,3018.93
5775,24,0.05,0.11,11,0.9,18,7451.44,305,2892.99
5776,26,0.05,0.11,11,0.6,13,6363.23,42,2510.92
5777,26,0.05,0.11,11,0.6,18,6364.04,42.5,2511.15
5778,26,0.05,0.11,11,0.6,23,6371.49,31,2513.87
5779,26,0.05,0.11,11,0.6,28,6566,10,2568.76
5780,23,0.05,0.14,14,0.9,28,8830.32,365.5,3565.11
5781,23,0.05,0.14,14,0.9,23,8263.49,478,3378.03
5782,23,0.05,0.14,14,0.9,18,7802.74,482.5,3247.92
5783,23,0.05,0.14,14,0.9,13,7799.93,482.5,3246.99
5784,25,0.1,0.08,2,0.6,28,7809.81,102,2337.7
5785,25,0.1,0.08,2,0.6,23,7629.48,155.5,2287.07
5786,25,0.1,0.08,2,0.6,18,7628.02,185.5,2287.8
5787,25,0.1,0.08,2,0.6,13,7627.19,184.5,2287.57
5788,24,0.15,0.08,2,0.6,28,9137.6,345,2704.57
5789,24,0.15,0.08,2,0.6,23,8946.8,446.5,2649.83
5790,24,0.1,0.08,2,0.9,28,9067.96,216,2745.27
5791,24,0.15,0.08,2,0.6,18,8937.35,481.5,2648.39
5792,24,0.1,0.08,2,0.9,23,8535.02,424,2592.97
5793,24,0.15,0.08,2,0.6,13,8936.29,482.5,2648.09
5794,24,0.1,0.08,2,0.9,18,8188.46,422.5,2485.55
5795,24,0.1,0.08,2,0.9,13,8186.17,422.5,2484.9
5796,25,0.1,0.11,2,0.8,18,7043.43,164,2116.74
5797,25,0.1,0.11,2,0.8,23,7233.83,160,2177.92
5798,23,0.1,0.11,5,0.9,28,9276.34,433,3053.18
5799,25,0.1,0.11,2,0.8,13,7041.76,164,2116.28
5800,23,0.15,0.11,5,0.6,28,9347.04,530.5,3001.08
5801,23,0.15,0.11,5,0.6,23,9134.51,592.5,2937.46
5802,23,0.05,0.05,8,0.9,13,10022.24,538.5,3512.59
5803,23,0.15,0.11,5,0.6,18,9106.83,626,2929.58
5804,23,0.15,0.11,5,0.6,13,9105.49,626.5,2929.18
5805,23,0.1,0.11,5,0.9,18,8327.18,583,2762.09
5806,23,0.05,0.05,8,0.9,18,10024.31,538.5,3513.25
5807,23,0.1,0.11,5,0.9,23,8711.81,573,2881.5
5808,23,0.05,0.05,8,0.9,23,10340.2,523,3607.03
5809,23,0.05,0.05,8,0.9,28,10875.91,418.5,3776.69
