Tmin (C ),Subcooling  (oC),System pressure (MPa),Material ,L/D,_f,_w,_f/_w,Tmin (Mori),Tmin (Adler),Tmin (Dhir),Tmin (Lauer),Tmin (Freud),Tmin (shikha_7),Tmin (shikha_8),Tmin (shikha_9),Tmin (Brenson),Tmin (Henry),Tmin (Perenson),Tmin (Shikha),Tmin (Sakurai),Tmin (Henry_1atm),Tmin (exp_1atm),Tmin (exp2_1atm),Tmin (ANN_1atm)
241.5359,0,0.574642866,Platnium ,16.67,2682639.456,186163692,0.014410111,240,230,201,328.6,257.6,276,307,256,375.069077,824.2089784,1336.396538,1002.136735,508.0788733,257.0307659,406.1,313.51,315.1392
231.9037,0,0.476160932,Platnium ,16.67,2696062.936,186163692,0.014482217,240,230,201,328.6,257.6,276,307,256,333.7567763,728.0434387,1284.595916,911.2032055,503.1044034,0,0,297.52,296.792
227.5254,0,0.386553368,Platnium ,16.67,2708868.81,186163692,0.014551005,240,230,201,328.6,257.6,276,307,256,294.353102,634.3759195,1229.693284,819.1356931,499.3482165,0,0,432.59,416.61716
219.6445,0,0.189385313,Platnium ,16.67,2737340.332,186163692,0.014703943,240,230,201,328.6,257.6,276,307,256,197.411227,395.9933318,1030.202235,553.8667087,493.0946991,0,0,354.38,366.17654
217.8932,0,0.090762018,Platnium ,16.67,2743818.465,186163692,0.014738741,240,230,201,328.6,257.6,276,307,256,136.7956,245.4686455,704.9828377,320.8690873,490.771819,0,0,300.37,315.1392
211.7636,0,0.001185867,Platnium ,16.67,2428162.849,186163692,0.01304316,240,230,201,328.6,257.6,276,307,256,10.13483198,12.42633938,-44543.5064,-2802.614105,489.021157,0,0,299.71,296.792
217.0868,0,0.092105,Platnium ,16.67,2743904.53,186163692,0.014739203,240,230,201,328.6,257.6,276,307,256,137.7495712,247.7849605,713.8317011,325.4209709,490.8005005,0,0,448.19,416.61716
220.8399,0,0.20614,Platnium ,16.67,2735141.777,186163692,0.014692133,240,230,201,328.6,257.6,276,307,256,206.5083028,418.7983001,1057.034886,582.441986,493.5363922,0,0,361.92,366.17654
224.2736,0,0.311404,Platnium ,16.67,2719937.992,186163692,0.014610464,240,230,201,328.6,257.6,276,307,256,259.5078375,549.9098815,1173.26282,731.7897885,496.673231,0,0,323.7,315.1392
227.0794,0,0.399123,Platnium ,16.67,2707041.558,186163692,0.01454119,240,230,201,328.6,257.6,276,307,256,300.0055093,648.1442182,1238.029859,832.7284379,499.8357947,0,0,305.84,296.792
228.9171,0,0.504386,Platnium ,16.67,2692144.05,186163692,0.014461166,240,230,201,328.6,257.6,276,307,256,345.7857515,756.252391,1300.15213,938.1990845,504.4323691,0,0,335.17,294.92902
239.5313,0,0.587719,Platnium ,16.67,2680909.594,186163692,0.014400819,240,230,201,328.6,257.6,276,307,256,380.425296,836.6017423,1342.821303,1013.585309,508.815349,0,0,335.52,294.92902
243.073,0,0.692982,Platnium ,16.67,2667414.12,186163692,0.014328326,240,230,201,328.6,257.6,276,307,256,422.6167968,932.8495002,1391.785363,1101.485908,515.4927673,0,0,327.1,294.92902
247.6348,0,0.79386,Platnium ,16.67,2655152.323,186163692,0.014262461,240,230,201,328.6,257.6,276,307,256,461.7187954,1020.106417,1435.235019,1179.855839,523.3396265,0,0,363.35,323.63043
257.7042,0,0.868421,Platnium ,16.67,2646472.41,186163692,0.014215835,240,230,201,328.6,257.6,276,307,256,489.9143147,1082.321459,1465.765447,1234.826665,530.2343049,0,0,359.43,323.63043
264.5684,0,0.969298,Platnium ,16.67,2635197.295,186163692,0.01415527,240,230,201,328.6,257.6,276,307,256,527.2353043,1163.658749,1505.419698,1305.886714,541.3401508,0,0,350.82,323.63043
278.2845,0,1.070175,Platnium ,16.67,2624409.316,186163692,0.014097321,240,230,201,328.6,257.6,276,307,256,563.7190066,1242.340892,1543.547326,1373.713704,554.9012873,0,0,413.33,371.13586
284.8111,0,1.179825,Platnium ,16.67,2613178.069,186163692,0.014036991,240,230,201,328.6,257.6,276,307,256,602.5384062,1325.168211,1583.588277,1444.3286,566.6478007,0,0,406.7,371.13586
284.2614,0,1.280702,Platnium ,16.67,2603255.143,186163692,0.013983689,240,230,201,328.6,257.6,276,307,256,637.5631537,1399.206253,1619.347551,1506.821687,575.8446484,0,0,391.01,371.13586
285.5439,0,1.368421,Platnium ,16.67,2594916.279,186163692,0.013938896,240,230,201,328.6,257.6,276,307,256,667.5321254,1462.174878,1649.719279,1559.467001,584.6318119,0,0,474.23,430.8708
293.402,0,1.460526,Platnium ,16.67,2586426.473,186163692,0.013893292,240,230,201,328.6,257.6,276,307,256,698.5501261,1526.887404,1680.96935,1613.220733,594.7266835,0,0,463.92,430.8708
299.0983,0,1.557018,Platnium ,16.67,2577801.728,186163692,0.013846963,240,230,201,328.6,257.6,276,307,256,730.5868473,1593.324195,1713.076064,1668.016691,606.348585,0,0,464.15,430.8708
300.64,0,1.662281,Platnium ,16.67,2568682.51,186163692,0.013797978,240,230,201,328.6,257.6,276,307,256,765.0376474,1664.18195,1747.435578,1726.184448,620.3736274,0,0,277.29,303.60312
302.9579,0,1.763158,Platnium ,16.67,2560204.629,186163692,0.013752438,240,230,201,328.6,257.6,276,307,256,797.5976258,1731.129913,1779.770504,1780.491192,635.2729653,0,0,271.17,303.59302
306.8998,0,1.868421,Platnium ,16.67,2551609.986,186163692,0.013706271,240,230,201,328.6,257.6,276,307,256,831.1280389,1799.480319,1812.944605,1835.785181,652.5086939,0,0,274.01,305.94427
310.1795,0,1.964912,Platnium ,16.67,2543941.423,186163692,0.013665078,240,230,201,328.6,257.6,276,307,256,861.4875069,1861.113736,1842.883608,1885.332697,669.9837676,0,0,274.68,304.6477
206.8841,0,0.095555,Platnium ,16.67,2744082.233,186163692,0.014740158,240,230,201,328.6,257.6,276,307,256,140.1753811,253.7468917,735.4337521,336.8112995,490.8745313,0,0,322.77,315.60526
210.9464,0,0.192338,Platnium ,16.67,2736962.111,186163692,0.014701911,240,230,201,328.6,257.6,276,307,256,199.0317172,400.0465915,1035.204035,559.0391178,493.1714791,0,0,286.24,323.7407
212.9904,0,0.293473,Platnium ,16.67,2722594.072,186163692,0.014624732,240,230,201,328.6,257.6,276,307,256,250.8824578,528.9870845,1157.52404,709.0607222,496.0916599,0,0,299.18,320.42285
216.2789,0,0.398747,Platnium ,16.67,2707096.084,186163692,0.014541483,240,230,201,328.6,257.6,276,307,256,299.8370748,647.7302199,1237.784065,832.3254393,499.8210328,0,0,333.79,367.0681
219.5896,0,0.491364,Platnium ,16.67,2693944.946,186163692,0.01447084,240,230,201,328.6,257.6,276,307,256,340.2563715,743.3073432,1293.05722,925.8470814,503.8104676,0,0,260.89,306.1126
228.81,0,0.592051,Platnium ,16.67,2680339.177,186163692,0.014397755,240,230,201,328.6,257.6,276,307,256,382.1937207,840.5954742,1344.930566,1017.349729,509.0635717,0,0,314.63,367.9037
233.0579,0,0.680395,Platnium ,16.67,2668988.79,186163692,0.014336785,240,230,201,328.6,257.6,276,307,256,417.6519823,921.345852,1386.152917,1091.336183,514.6191389,0,0,373.42,414.62964
236.9118,0,0.777205,Platnium ,16.67,2657134.314,186163692,0.014273107,240,230,201,328.6,257.6,276,307,256,455.3425809,1005.996635,1428.247266,1167.25476,521.9337284,0,0,406.1,461.88226
247.7718,0,0.886251,Platnium ,16.67,2644441.677,186163692,0.014204927,240,230,201,328.6,257.6,276,307,256,496.5768156,1096.838815,1472.901679,1247.647593,532.0394226,0,0,0,0
255.7339,0,0.974385,Platnium ,16.67,2634642.062,186163692,0.014152287,240,230,201,328.6,257.6,276,307,256,529.0942295,1168.165245,1507.376116,1309.3799,541.9611067,0,0,0,0
269.2755,0,1.079081,Platnium ,16.67,2623478.584,186163692,0.014092321,240,230,201,328.6,257.6,276,307,256,566.9031867,1249.165633,1546.850354,1379.563543,556.2338018,0,0,0,0
278.0306,0,1.175627,Platnium ,16.67,2613599.225,186163692,0.014039253,240,230,201,328.6,257.6,276,307,256,601.0670548,1322.04412,1582.079019,1441.679008,566.2848157,0,0,0,0
277.5663,0,1.2727,Platnium ,16.67,2604028.863,186163692,0.013987845,240,230,201,328.6,257.6,276,307,256,634.8073696,1393.402939,1616.544906,1501.943611,575.0807599,0,0,0,0
277.5663,0,1.365527,Platnium ,16.67,2595187.337,186163692,0.013940352,240,230,201,328.6,257.6,276,307,256,666.5502357,1460.058727,1648.727125,1557.753521,584.3294452,0,0,0,0
285.513,0,1.470565,Platnium ,16.67,2585516.684,186163692,0.013888405,240,230,201,328.6,257.6,276,307,256,701.9045222,1533.738104,1684.338729,1618.991579,595.8842253,0,0,0,0
291.1913,0,1.558857,Platnium ,16.67,2577639.888,186163692,0.013846094,240,230,201,328.6,257.6,276,307,256,731.1930776,1594.426653,1713.682111,1669.046876,606.5811538,0,0,0,0
291.6671,0,1.672755,Platnium ,16.67,2567790.715,186163692,0.013793188,240,230,201,328.6,257.6,276,307,256,768.4385465,1671.648868,1750.818973,1731.886334,621.8516275,0,0,0,0
291.6671,0,1.757143,Platnium ,16.67,2560703.333,186163692,0.013755117,240,230,201,328.6,257.6,276,307,256,795.6681394,1727.060383,1777.857814,1777.290262,634.3418017,0,0,0,0
300.3003,0,1.870593,Platnium ,16.67,2551435.216,186163692,0.013705332,240,230,201,328.6,257.6,276,307,256,831.8153117,1800.923319,1813.62335,1836.912146,652.88379,0,0,0,0
300.7838,0,1.963394,Platnium ,16.67,2544060.583,186163692,0.013665718,240,230,201,328.6,257.6,276,307,256,861.0125795,1860.149868,1842.415928,1884.561233,669.695591,0,0,0,0
264,0,0.1,brass ,4.67,2744237.67,235905059.8,0.011632805,240,230,201,328.6,257.6,276,307,256,143.2446393,210.4264422,364.4550638,263.6303662,490.9706615,0,0,0,0
595,30,0.1,brass ,4.67,2736911.847,235905059.8,0.011601751,465,410,441,505.39,488.6,567,622,466,143.8875822,252.1011188,524.3862605,350.303518,490.9706615,0,0,0,0
348.5817774,0,0.105597785,Zirconium,6.35,2744290.164,23000000,0.119316964,240,230,201,328.6,257.6,276,307,256,147.0437219,286.5810023,707.193953,355.5254221,491.0929325,0,0,0,0
360.0601979,0,0.109019175,Zirconium,6.35,2744265.492,23000000,0.119315891,240,230,201,328.6,257.6,276,307,256,149.3281853,292.6196674,721.8231271,364.9919873,491.168335,0,0,0,0
362.6109581,0,0.115861956,Zirconium,6.35,2744104.31,23000000,0.119308883,240,230,201,328.6,257.6,276,307,256,153.8185741,304.5259181,748.6099849,383.1055003,491.3206812,0,0,0,0
365.7994082,0,0.119283346,Zirconium,6.35,2743974.174,23000000,0.119303225,240,230,201,328.6,257.6,276,307,256,156.0271443,310.3975713,760.9137957,391.7892206,491.3976319,0,0,0,0
387.4808693,0,0.098755005,Zirconium,6.35,2744208.753,23000000,0.119313424,240,230,201,328.6,257.6,276,307,256,142.3887152,274.321242,675.0211101,335.664712,490.9436512,0,0,0,0
390.6693195,0,0.105597785,Zirconium,6.35,2744290.164,23000000,0.119316964,240,230,201,328.6,257.6,276,307,256,147.0437219,286.5810023,707.193953,355.5254221,491.0929325,0,0,0,0
397.0462198,0,0.098755005,Zirconium,6.35,2744208.753,23000000,0.119313424,240,230,201,328.6,257.6,276,307,256,142.3887152,274.321242,675.0211101,335.664712,490.9436512,0,0,0,0
421.916131,0,0.098755005,Zirconium,6.35,2744208.753,23000000,0.119313424,240,230,201,328.6,257.6,276,307,256,142.3887152,274.321242,675.0211101,335.664712,490.9436512,0,0,0,0
418.7276808,0,0.098755005,Zirconium,6.35,2744208.753,23000000,0.119313424,240,230,201,328.6,257.6,276,307,256,142.3887152,274.321242,675.0211101,335.664712,490.9436512,0,0,0,0
413.6261606,0,0.098755005,Zirconium,6.35,2744208.753,23000000,0.119313424,240,230,201,328.6,257.6,276,307,256,142.3887152,274.321242,675.0211101,335.664712,490.9436512,0,0,0,0
420.0030609,0,0.150075857,Zirconium,6.35,2741804.944,23000000,0.119208911,240,230,201,328.6,257.6,276,307,256,175.0001878,361.2107458,848.2972117,461.2584797,492.1141571,0,0,0,0
417.4523008,0,0.150075857,Zirconium,6.35,2741804.944,23000000,0.119208911,240,230,201,328.6,257.6,276,307,256,175.0001878,361.2107458,848.2972117,461.2584797,492.1141571,0,0,0,0
411.7130905,0,0.150075857,Zirconium,6.35,2741804.944,23000000,0.119208911,240,230,201,328.6,257.6,276,307,256,175.0001878,361.2107458,848.2972117,461.2584797,492.1141571,0,0,0,0
469.1051933,0,0.197975319,Zirconium,6.35,2736228.411,23000000,0.118966453,240,230,201,328.6,257.6,276,307,256,202.1045534,433.821653,935.6519607,548.4919837,493.3193213,0,0,0,0
474.2067136,0,0.201396709,Zirconium,6.35,2735776.296,23000000,0.118946795,240,230,201,328.6,257.6,276,307,256,203.956497,438.9042725,940.5827156,554.0641499,493.4098574,0,0,0,0
477.3951638,0,0.201396709,Zirconium,6.35,2735776.296,23000000,0.118946795,240,230,201,328.6,257.6,276,307,256,203.956497,438.9042725,940.5827156,554.0641499,493.4098574,0,0,0,0
480.5836139,0,0.201396709,Zirconium,6.35,2735776.296,23000000,0.118946795,240,230,201,328.6,257.6,276,307,256,203.956497,438.9042725,940.5827156,554.0641499,493.4098574,0,0,0,0
459.5398429,0,0.273245902,Zirconium,6.35,2725579.555,23000000,0.118503459,240,230,201,328.6,257.6,276,307,256,240.9799901,537.3032,1022.410711,657.9326447,495.4599292,0,0,0,0
463.3659831,0,0.269824512,Zirconium,6.35,2726082.378,23000000,0.118525321,240,230,201,328.6,257.6,276,307,256,239.2854933,532.7013897,1019.197993,653.4438198,495.3555521,0,0,0,0
469.7428834,0,0.273245902,Zirconium,6.35,2725579.555,23000000,0.118503459,240,230,201,328.6,257.6,276,307,256,240.9799901,537.3032,1022.410711,657.9326447,495.4599292,0,0,0,0
478.6705438,0,0.273245902,Zirconium,6.35,2725579.555,23000000,0.118503459,240,230,201,328.6,257.6,276,307,256,240.9799901,537.3032,1022.410711,657.9326447,495.4599292,0,0,0,0
506.7289052,0,0.249296171,Zirconium,6.35,2729077.426,23000000,0.11865554,240,230,201,328.6,257.6,276,307,256,228.9893832,505.4793535,998.7684008,625.6805034,494.743923,0,0,0,0
512.4681155,0,0.249296171,Zirconium,6.35,2729077.426,23000000,0.11865554,240,230,201,328.6,257.6,276,307,256,228.9893832,505.4793535,998.7684008,625.6805034,494.743923,0,0,0,0
516.2942557,0,0.252717561,Zirconium,6.35,2728581.428,23000000,0.118633975,240,230,201,328.6,257.6,276,307,256,230.7214232,510.0684249,1002.322037,630.4121048,494.8441426,0,0,0,0
536.0626467,0,0.245874781,Zirconium,6.35,2729571.853,23000000,0.118677037,240,230,201,328.6,257.6,276,307,256,227.250609,500.8726249,995.1493459,620.9043378,494.64438,0,0,0,0
604.4903298,0,0.54581665,Zirconium,6.35,2686496.057,23000000,0.116804176,240,230,201,328.6,257.6,276,307,256,363.1608787,847.7295066,1198.104834,942.5414129,506.5211239,0,0,0,0
596.5192044,0,0.548192615,Zirconium,6.35,2686175.923,23000000,0.116790258,240,230,201,328.6,257.6,276,307,256,364.1477979,850.0188475,1199.288672,944.6229015,506.6461841,0,0,0,0
592.5336417,0,0.543440685,Zirconium,6.35,2686816.599,23000000,0.116818113,240,230,201,328.6,257.6,276,307,256,362.1729632,845.1841842,1196.917844,940.4553188,506.3966507,0,0,0,0
379.0846172,0,0.101511125,316 SS,6.68,2744256.754,5.10E+07,0.053808956,240,230,201,328.6,257.6,276,307,256,144.2844235,232.1022254,433.4846614,286.2461832,491.0035352,0,0,0,0
483.594928,0,0.251196943,316 SS,6.68,2728802.057,5.10E+07,0.053505923,240,230,201,328.6,257.6,276,307,256,229.9524496,414.2453686,639.4777785,513.3079615,494.7995167,0,0,0,0
470.309719,0,0.251196943,316 SS,6.68,2728802.057,5.10E+07,0.053505923,240,230,201,328.6,257.6,276,307,256,229.9524496,414.2453686,639.4777785,513.3079615,494.7995167,0,0,0,0
464.5527951,0,0.251196943,316 SS,6.68,2728802.057,5.10E+07,0.053505923,240,230,201,328.6,257.6,276,307,256,229.9524496,414.2453686,639.4777785,513.3079615,494.7995167,0,0,0,0
489.7946922,0,0.253572909,316 SS,6.68,2728457.2,5.10E+07,0.053499161,240,230,201,328.6,257.6,276,307,256,231.1533983,416.8073654,641.3423482,515.9831903,494.8693038,0,0,0,0
534.9644027,0,0.500673308,316 SS,6.68,2692656.252,5.10E+07,0.052797181,240,230,201,328.6,257.6,276,307,256,344.2127418,654.3044413,785.5927401,741.0198704,504.2534222,0,0,0,0
528.3217982,0,0.503049273,316 SS,6.68,2692328.349,5.10E+07,0.052790752,240,230,201,328.6,257.6,276,307,256,345.2197162,656.3758267,786.7292806,742.858235,504.367789,0,0,0,0
520.3506728,0,0.500673308,316 SS,6.68,2692656.252,5.10E+07,0.052797181,240,230,201,328.6,257.6,276,307,256,344.2127418,654.3044413,785.5927401,741.0198704,504.2534222,0,0,0,0
595.1906835,0,1.004377967,316 SS,6.68,2631393.203,5.10E+07,0.051595945,240,230,201,328.6,257.6,276,307,256,540.0120238,1048.02496,992.9098122,1070.762475,545.7521883,0,0,0,0
612.0186149,0,1.006753933,316 SS,6.68,2631137.624,5.10E+07,0.051590934,240,230,201,328.6,257.6,276,307,256,540.8738502,1049.612389,993.7903779,1072.125058,546.0622424,0,0,0,0
606.261691,0,1.002002002,316 SS,6.68,2631649.041,5.10E+07,0.051600962,240,230,201,328.6,257.6,276,307,256,539.1497547,1046.231855,992.0286478,1069.398613,545.4435894,0,0,0,0
632.832109,0,1.505706662,316 SS,6.68,2582355.103,5.10E+07,0.050634414,240,230,201,328.6,257.6,276,307,256,713.6071634,1385.53645,1168.193377,1335.518103,600.02899,0,0,0,0
624.4181433,0,1.505706662,316 SS,6.68,2582355.103,5.10E+07,0.050634414,240,230,201,328.6,257.6,276,307,256,713.6071634,1385.170343,1168.193377,1335.518103,600.02899,0,0,0,0
633.7177896,0,2.002283425,316 SS,6.68,2541022.323,5.10E+07,0.049823967,240,230,201,328.6,257.6,276,307,256,873.1532021,1690.234463,1327.156221,1566.053757,677.2180678,0,0,0,0
627.0751851,0,2.007035356,316 SS,6.68,2540653.123,5.10E+07,0.049816728,240,230,201,328.6,257.6,276,307,256,874.6329243,1693.051029,1328.624717,1568.14812,678.1574647,0,0,0,0
666.9421488,0,3.003378378,1018 carbon steel,6.68,2471289.8,1.62E+08,0.015254875,240,230,201,328.6,257.6,276,307,256,1169.334138,2117.835334,1506.651582,1852.925753,1016.681609,0,0,0,0
667.5853432,0,2.509329,1018 carbon steel,6.68,2503871.8,1.62E+08,0.015455999,240,230,201,328.6,257.6,276,307,256,1026.81125,1856.253375,1365.696028,1667.484591,807.4566352,0,0,0,0
668.2604271,0,2.491218905,1018 carbon steel,6.68,2505127.937,1.62E+08,0.015463753,240,230,201,328.6,257.6,276,307,256,1021.460227,1846.208181,1360.395952,1660.441403,801.5797406,0,0,0,0
665.8976334,0,2.507517991,1018 carbon steel,6.68,2503997.2,1.62E+08,0.015456773,240,230,201,328.6,257.6,276,307,256,1026.276574,1855.243361,1365.166471,1666.781115,806.8641449,0,0,0,0
667.9228851,0,2.000435336,1018 carbon steel,6.68,2541166.03,1.62E+08,0.01568621,240,230,201,328.6,257.6,276,307,256,872.5774993,1573.557742,1212.654049,1461.758319,676.8539278,0,0,0,0
665.8976334,0,2.000435336,1018 carbon steel,6.68,2541166.03,1.62E+08,0.01568621,240,230,201,328.6,257.6,276,307,256,872.5774993,1573.557742,1212.654049,1461.758319,676.8539278,0,0,0,0
664.2099237,0,2.009490384,1018 carbon steel,6.68,2540462.553,1.62E+08,0.015681868,240,230,201,328.6,257.6,276,307,256,875.3970875,1579.248113,1215.457606,1465.574051,678.6445444,0,0,0,0
651.7208716,0,2.007679374,1018 carbon steel,6.68,2540603.12,1.62E+08,0.015682735,240,230,201,328.6,257.6,276,307,256,874.8334052,1577.842584,1214.897148,1464.811401,678.2851227,0,0,0,0
653.4085814,0,1.507840758,1018 carbon steel,6.68,2582164.25,1.62E+08,0.015939285,240,230,201,328.6,257.6,276,307,256,714.3158915,1284.110244,1054.826585,1243.604132,600.2854169,0,0,0,0
654.0836653,0,1.507840758,1018 carbon steel,6.68,2582164.25,1.62E+08,0.015939285,240,230,201,328.6,257.6,276,307,256,714.3158915,1283.763771,1054.826585,1243.604132,600.2854169,0,0,0,0
596.7015341,0,1.511462777,1018 carbon steel,6.68,2581840.627,1.62E+08,0.015937288,240,230,201,328.6,257.6,276,307,256,715.5182483,1285.91948,1056.029818,1245.294526,600.7218829,0,0,0,0
565.9852168,0,1.507840758,1018 carbon steel,6.68,2582164.25,1.62E+08,0.015939285,240,230,201,328.6,257.6,276,307,256,714.3158915,511.2441371,1054.826585,1243.604132,600.2854169,0,0,0,0
524.4675572,0,1.502407729,1018 carbon steel,6.68,2582650.384,1.62E+08,0.015942286,240,230,201,328.6,257.6,276,307,256,712.5111589,1280.400017,1053.020392,1241.065789,599.6336748,0,0,0,0
666.9133847,0,1.064017671,1018 carbon steel,6.68,2625054.784,1.62E+08,0.016204042,240,230,201,328.6,257.6,276,307,256,561.5142011,1002.483894,901.0787845,1023.457287,553.9936713,0,0,0,0
661.8346285,0,1.053537292,1018 carbon steel,6.68,2626157.21,1.62E+08,0.016210847,240,230,201,328.6,257.6,276,307,256,557.7550204,995.6766719,897.2682878,1017.8862,552.474039,0,0,0,0
662.6159756,0,1.05458533,1018 carbon steel,6.68,2626046.752,1.62E+08,0.016210165,240,230,201,328.6,257.6,276,307,256,558.1313026,996.2281222,897.6497886,1018.444242,552.6245872,0,0,0,0
656.7558723,0,1.010567738,1018 carbon steel,6.68,2630727.922,1.62E+08,0.016239061,240,230,201,328.6,257.6,276,307,256,542.2562959,966.8485662,881.5380396,994.8232468,546.5629887,0,0,0,0
655.7791885,0,1.007423624,1018 carbon steel,6.68,2631065.634,1.62E+08,0.016241146,240,230,201,328.6,257.6,276,307,256,541.1166851,964.7635492,880.3800751,993.1213315,546.1498983,0,0,0,0
654.9978414,0,1.005327549,1018 carbon steel,6.68,2631291.027,1.62E+08,0.016242537,240,230,201,328.6,257.6,276,307,256,540.3565157,963.3300572,879.6075574,991.9856055,545.87593,0,0,0,0
599.2330987,0,0.541969035,1018 carbon steel,6.68,2687015.344,1.62E+08,0.016586514,240,230,201,328.6,257.6,276,307,256,361.5605555,628.8075291,693.7172147,711.0296406,506.3198463,0,0,0,0
595.5763943,0,0.54347821,1018 carbon steel,6.68,2686811.533,1.62E+08,0.016585256,240,230,201,328.6,257.6,276,307,256,362.1885737,629.9832948,694.3959985,712.0808195,506.398612,0,0,0,0
590.5132651,0,0.54347821,1018 carbon steel,6.68,2686811.533,1.62E+08,0.016585256,240,230,201,328.6,257.6,276,307,256,362.1885737,629.9832948,694.3959985,712.0808195,506.398612,0,0,0,0
589.1068403,0,0.544987384,1018 carbon steel,6.68,2686607.887,1.62E+08,0.016583999,240,230,201,328.6,257.6,276,307,256,362.8161871,631.1721386,695.0740265,713.1307049,506.4776134,0,0,0,0
585.7314208,0,0.541969035,1018 carbon steel,6.68,2687015.344,1.62E+08,0.016586514,240,230,201,328.6,257.6,276,307,256,361.5605555,627.1750474,693.7172147,711.0296406,506.3198463,0,0,0,0
585.4501358,0,0.499712147,1018 carbon steel,6.68,2692789.016,1.62E+08,0.016622154,240,230,201,328.6,257.6,276,307,256,343.8050658,586.909041,674.3834395,681.0442176,504.2073094,0,0,0,0
569.6981783,0,0.499712147,1018 carbon steel,6.68,2692789.016,1.62E+08,0.016622154,240,230,201,328.6,257.6,276,307,256,343.8050658,595.1240671,674.3834395,681.0442176,504.2073094,0,0,0,0
563.7911942,0,0.505748845,1018 carbon steel,6.68,2691956.282,1.62E+08,0.016617014,240,230,201,328.6,257.6,276,307,256,346.3624832,599.9644157,677.1864012,685.3960295,504.4983873,0,0,0,0
562.3847694,0,0.505748845,1018 carbon steel,6.68,2691956.282,1.62E+08,0.016617014,240,230,201,328.6,257.6,276,307,256,346.3624832,599.9644157,677.1864012,685.3960295,504.4983873,0,0,0,0
564.0724791,0,0.549514908,1018 carbon steel,6.68,2685997.935,1.62E+08,0.016580234,240,230,201,328.6,257.6,276,307,256,364.6966177,634.7333767,697.1036265,716.2726687,506.716039,0,0,0,0
555.9152154,0,0.505748845,1018 carbon steel,6.68,2691956.282,1.62E+08,0.016617014,240,230,201,328.6,257.6,276,307,256,346.3624832,599.9644157,677.1864012,685.3960295,504.4983873,0,0,0,0
492.3448152,0,0.252207518,1018 carbon steel,6.68,2728655.463,1.62E+08,0.016843552,240,230,201,328.6,257.6,276,307,256,230.4636411,377.8788495,537.4334462,472.0218333,494.8291593,0,0,0,0
478.8431373,0,0.249189169,1018 carbon steel,6.68,2729092.913,1.62E+08,0.016846253,240,230,201,328.6,257.6,276,307,256,228.9351068,374.9317033,535.2635519,468.8904546,494.7407996,0,0,0,0
431.0246947,0,0.268808439,1018 carbon steel,6.68,2726231.543,1.62E+08,0.01682859,240,230,201,328.6,257.6,276,307,256,238.7811286,393.9141766,548.9825916,488.8561166,495.3246905,0,0,0,0
429.3369849,0,0.271826788,1018 carbon steel,6.68,2725788.213,1.62E+08,0.016825853,240,230,201,328.6,257.6,276,307,256,240.2778651,396.8616051,551.0179517,491.8503505,495.4165502,0,0,0,0
423.9925707,0,0.267299264,1018 carbon steel,6.68,2726452.952,1.62E+08,0.016829956,240,230,201,328.6,257.6,276,307,256,238.0310214,392.6086135,547.9578698,487.3516159,495.2789661,0,0,0,0
419.7732964,0,0.270317613,1018 carbon steel,6.68,2726009.96,1.62E+08,0.016827222,240,230,201,328.6,257.6,276,307,256,239.5300728,395.3578481,550.0025937,490.3556755,495.3705517,0,0,0,0
416.6791619,0,0.270317613,1018 carbon steel,6.68,2726009.96,1.62E+08,0.016827222,240,230,201,328.6,257.6,276,307,256,239.5300728,395.3578481,550.0025937,490.3556755,495.3705517,0,0,0,0
387.7068113,0,0.114872633,1018 carbon steel,6.68,2744155.3,1.62E+08,0.01693923,240,230,201,328.6,257.6,276,307,256,153.1826452,229.9403427,388.7334882,290.7767851,491.2985273,0,0,0,0
385.4565317,0,0.116381807,1018 carbon steel,6.68,2744108.477,1.62E+08,0.016938941,240,230,201,328.6,257.6,276,307,256,154.1628603,231.7823206,391.5522616,293.517889,491.3323397,0,0,0,0
383.7688219,0,0.116381807,1018 carbon steel,6.68,2744108.477,1.62E+08,0.016938941,240,230,201,328.6,257.6,276,307,256,154.1628603,231.7823206,391.5522616,293.517889,491.3323397,0,0,0,0
381.2372573,0,0.113363458,1018 carbon steel,6.68,2744195.688,1.62E+08,0.01693948,240,230,201,328.6,257.6,276,307,256,152.1976932,228.0912217,385.8559511,288.0046566,491.2648158,0,0,0,0
334.5439545,0,0.108835934,1018 carbon steel,6.68,2744275.574,1.62E+08,0.016939973,240,230,201,328.6,257.6,276,307,256,149.2133115,222.4992296,376.8460503,279.4924357,491.1642837,0,0,0,0
330.8872501,0,0.110345109,1018 carbon steel,6.68,2744256.104,1.62E+08,0.016939852,240,230,201,328.6,257.6,276,307,256,150.2131416,224.3707654,379.9148421,282.3634975,491.1976943,0,0,0,0
372.9865,0,0.1,Zirconium,6.35,2744237.67,2.30E+07,0.119314681,240,230,201,328.6,257.6,276,307,256,143.2446393,276.5705673,681.190853,339.3766725,490.9706615,0,0,0,0
399.6107,0,0.1,Zirconium,6.35,2744237.67,2.30E+07,0.119314681,240,230,201,328.6,257.6,276,307,256,143.2446393,276.5705673,681.190853,339.3766725,490.9706615,0,0,0,0
388.961,0.323327,0.1,Zirconium,6.35,2744226.276,2.30E+07,0.119314186,242.4249525,231.939962,203.586616,330.505366,260.0896179,279.1362719,310.3949335,258.263289,143.2514348,277.6712909,685.3491444,340.8893591,490.9706615,0,0,0,0
